frame= 3340 fps= 30 q=21.0 size=  105472kB time=00:01:49.36 bitrate=7900.3kbits/s speed=0.983x    
frame= 3356 fps= 30 q=21.0 size=  105728kB time=00:01:49.90 bitrate=7881.0kbits/s speed=0.983x    
frame= 3371 fps= 30 q=21.0 size=  106240kB time=00:01:50.40 bitrate=7883.3kbits/s speed=0.983x    
frame= 3387 fps= 30 q=21.0 size=  106752kB time=00:01:50.93 bitrate=7883.2kbits/s speed=0.983x    
frame= 3403 fps= 30 q=21.0 size=  107264kB time=00:01:51.46 bitrate=7883.1kbits/s speed=0.983x    
frame= 3418 fps= 30 q=21.0 size=  107520kB time=00:01:51.96 bitrate=7866.7kbits/s speed=0.983x    
frame= 3434 fps= 30 q=21.0 size=  108032kB time=00:01:52.50 bitrate=7866.6kbits/s speed=0.983x    
frame= 3449 fps= 30 q=21.0 size=  108544kB time=00:01:53.00 bitrate=7869.0kbits/s speed=0.983x    
frame= 3465 fps= 30 q=21.0 size=  109056kB time=00:01:53.53 bitrate=7868.9kbits/s speed=0.983x    
frame= 3480 fps= 30 q=21.0 size=  109568kB time=00:01:54.03 bitrate=7871.2kbits/s speed=0.983x    
frame= 3495 fps= 30 q=21.0 size=  109824kB time=00:01:54.53 bitrate=7855.2kbits/s speed=0.984x    
frame= 3511 fps= 30 q=21.0 size=  110336kB time=00:01:55.06 bitrate=7855.2kbits/s speed=0.984x    
frame= 3526 fps= 30 q=21.0 size=  110848kB time=00:01:55.56 bitrate=7857.5kbits/s speed=0.984x    
frame= 3541 fps= 30 q=21.0 size=  111104kB time=00:01:56.06 bitrate=7841.7kbits/s speed=0.984x    
frame= 3557 fps= 30 q=21.0 size=  111616kB time=00:01:56.60 bitrate=7841.8kbits/s speed=0.984x    
frame= 3573 fps= 30 q=21.0 size=  112128kB time=00:01:57.13 bitrate=7841.9kbits/s speed=0.984x    
frame= 3589 fps= 30 q=21.0 size=  112640kB time=00:01:57.66 bitrate=7842.0kbits/s speed=0.984x    
frame= 3605 fps= 30 q=21.0 size=  113152kB time=00:01:58.20 bitrate=7842.1kbits/s speed=0.984x    
frame= 3620 fps= 30 q=21.0 size=  113664kB time=00:01:58.70 bitrate=7844.4kbits/s speed=0.984x    
frame= 3635 fps= 30 q=21.0 size=  113920kB time=00:01:59.20 bitrate=7829.1kbits/s speed=0.984x    
frame= 3651 fps= 30 q=21.0 size=  114432kB time=00:01:59.73 bitrate=7829.3kbits/s speed=0.984x    
frame= 3666 fps= 30 q=21.0 size=  114944kB time=00:02:00.23 bitrate=7831.6kbits/s speed=0.984x    
frame= 3682 fps= 30 q=21.0 size=  115456kB time=00:02:00.76 bitrate=7831.8kbits/s speed=0.984x    
frame= 3698 fps= 30 q=21.0 size=  115712kB time=00:02:01.30 bitrate=7814.6kbits/s speed=0.984x    
frame= 3714 fps= 30 q=21.0 size=  116224kB time=00:02:01.83 bitrate=7814.8kbits/s speed=0.985x    
frame= 3730 fps= 30 q=21.0 size=  116736kB time=00:02:02.36 bitrate=7815.0kbits/s speed=0.985x    
frame= 3745 fps= 30 q=21.0 size=  117248kB time=00:02:02.86 bitrate=7817.4kbits/s speed=0.985x    
frame= 3761 fps= 30 q=21.0 size=  117760kB time=00:02:03.40 bitrate=7817.6kbits/s speed=0.985x    
frame= 3776 fps= 30 q=21.0 size=  118016kB time=00:02:03.90 bitrate=7803.0kbits/s speed=0.985x    
frame= 3792 fps= 30 q=21.0 size=  118528kB time=00:02:04.43 bitrate=7803.2kbits/s speed=0.985x    
frame= 3808 fps= 30 q=21.0 size=  119040kB time=00:02:04.96 bitrate=7803.5kbits/s speed=0.985x    
frame= 3824 fps= 30 q=21.0 size=  119552kB time=00:02:05.50 bitrate=7803.7kbits/s speed=0.985x    
frame= 3840 fps= 30 q=21.0 size=  120064kB time=00:02:06.03 bitrate=7804.0kbits/s speed=0.985x    
frame= 3856 fps= 30 q=21.0 size=  120576kB time=00:02:06.56 bitrate=7804.3kbits/s speed=0.985x    
frame= 3871 fps= 30 q=21.0 size=  120832kB time=00:02:07.06 bitrate=7790.0kbits/s speed=0.985x    
frame= 3887 fps= 30 q=21.0 size=  121344kB time=00:02:07.60 bitrate=7790.4kbits/s speed=0.985x    
frame= 3903 fps= 30 q=21.0 size=  121856kB time=00:02:08.13 bitrate=7790.7kbits/s speed=0.985x    
frame= 3918 fps= 30 q=21.0 size=  122368kB time=00:02:08.63 bitrate=7793.0kbits/s speed=0.985x    
frame= 3933 fps= 30 q=21.0 size=  122624kB time=00:02:09.13 bitrate=7779.1kbits/s speed=0.985x    
frame= 3949 fps= 30 q=21.0 size=  123136kB time=00:02:09.66 bitrate=7779.4kbits/s speed=0.985x    
frame= 3964 fps= 30 q=21.0 size=  123648kB time=00:02:10.16 bitrate=7781.7kbits/s speed=0.986x    
frame= 3979 fps= 30 q=21.0 size=  124160kB time=00:02:10.66 bitrate=7784.1kbits/s speed=0.986x    
frame= 3995 fps= 30 q=21.0 size=  124416kB time=00:02:11.20 bitrate=7768.4kbits/s speed=0.986x    
frame= 4010 fps= 30 q=21.0 size=  124928kB time=00:02:11.70 bitrate=7770.8kbits/s speed=0.986x    
frame= 4026 fps= 30 q=21.0 size=  125440kB time=00:02:12.23 bitrate=7771.1kbits/s speed=0.986x    
frame= 4041 fps= 30 q=21.0 size=  125952kB time=00:02:12.73 bitrate=7773.5kbits/s speed=0.986x    
frame= 4056 fps= 30 q=21.0 size=  126208kB time=00:02:13.23 bitrate=7760.0kbits/s speed=0.986x    
frame= 4071 fps= 30 q=21.0 size=  126720kB time=00:02:13.73 bitrate=7762.4kbits/s speed=0.986x    
frame= 4086 fps= 30 q=21.0 size=  127232kB time=00:02:14.23 bitrate=7764.7kbits/s speed=0.986x    
frame= 4102 fps= 30 q=21.0 size=  127744kB time=00:02:14.76 bitrate=7765.1kbits/s speed=0.986x    
frame= 4118 fps= 30 q=21.0 size=  128256kB time=00:02:15.30 bitrate=7765.5kbits/s speed=0.986x    
frame= 4133 fps= 30 q=21.0 size=  128512kB time=00:02:15.80 bitrate=7752.4kbits/s speed=0.986x    
frame= 4149 fps= 30 q=21.0 size=  129024kB time=00:02:16.33 bitrate=7752.8kbits/s speed=0.986x    
frame= 4164 fps= 30 q=21.0 size=  129536kB time=00:02:16.83 bitrate=7755.1kbits/s speed=0.986x    
frame= 4180 fps= 30 q=21.0 size=  129792kB time=00:02:17.36 bitrate=7740.3kbits/s speed=0.986x    
frame= 4195 fps= 30 q=21.0 size=  130304kB time=00:02:17.86 bitrate=7742.6kbits/s speed=0.986x    
frame= 4211 fps= 30 q=21.0 size=  130816kB time=00:02:18.40 bitrate=7743.1kbits/s speed=0.986x    
frame= 4226 fps= 30 q=21.0 size=  131328kB time=00:02:18.90 bitrate=7745.4kbits/s speed=0.986x    
frame= 4242 fps= 30 q=21.0 size=  131584kB time=00:02:19.43 bitrate=7730.8kbits/s speed=0.986x    
frame= 4257 fps= 30 q=21.0 size=  132096kB time=00:02:19.93 bitrate=7733.2kbits/s speed=0.986x    
frame= 4272 fps= 30 q=21.0 size=  132352kB time=00:02:20.43 bitrate=7720.6kbits/s speed=0.987x    
frame= 4288 fps= 30 q=21.0 size=  132864kB time=00:02:20.96 bitrate=7721.1kbits/s speed=0.987x    
frame= 4303 fps= 30 q=21.0 size=  133376kB time=00:02:21.46 bitrate=7723.5kbits/s speed=0.987x    
frame= 4319 fps= 30 q=21.0 size=  133888kB time=00:02:22.00 bitrate=7724.0kbits/s speed=0.987x    
frame= 4335 fps= 30 q=21.0 size=  134144kB time=00:02:22.53 bitrate=7709.8kbits/s speed=0.987x    
frame= 4350 fps= 30 q=21.0 size=  134656kB time=00:02:23.03 bitrate=7712.2kbits/s speed=0.987x    
frame= 4365 fps= 30 q=21.0 size=  135168kB time=00:02:23.53 bitrate=7714.6kbits/s speed=0.987x    
frame= 4381 fps= 30 q=21.0 size=  135680kB time=00:02:24.06 bitrate=7715.1kbits/s speed=0.987x    
frame= 4397 fps= 30 q=21.0 size=  135936kB time=00:02:24.60 bitrate=7701.2kbits/s speed=0.987x    
frame= 4412 fps= 30 q=21.0 size=  136448kB time=00:02:25.10 bitrate=7703.5kbits/s speed=0.987x    
frame= 4427 fps= 30 q=21.0 size=  136960kB time=00:02:25.60 bitrate=7705.9kbits/s speed=0.987x    
frame= 4442 fps= 30 q=21.0 size=  137472kB time=00:02:26.10 bitrate=7708.2kbits/s speed=0.987x    
frame= 4458 fps= 30 q=21.0 size=  137728kB time=00:02:26.63 bitrate=7694.5kbits/s speed=0.987x    
frame= 4473 fps= 30 q=21.0 size=  138240kB time=00:02:27.13 bitrate=7696.8kbits/s speed=0.987x    
frame= 4489 fps= 30 q=21.0 size=  138752kB time=00:02:27.66 bitrate=7697.4kbits/s speed=0.987x    
frame= 4505 fps= 30 q=21.0 size=  139264kB time=00:02:28.20 bitrate=7698.0kbits/s speed=0.987x    
frame= 4520 fps= 30 q=21.0 size=  139520kB time=00:02:28.70 bitrate=7686.3kbits/s speed=0.987x    
frame= 4536 fps= 30 q=21.0 size=  140032kB time=00:02:29.23 bitrate=7686.9kbits/s speed=0.987x    
frame= 4551 fps= 30 q=21.0 size=  140544kB time=00:02:29.73 bitrate=7689.2kbits/s speed=0.987x    
frame= 4566 fps= 30 q=21.0 size=  141056kB time=00:02:30.23 bitrate=7691.6kbits/s speed=0.987x    
frame= 4582 fps= 30 q=21.0 size=  141312kB time=00:02:30.76 bitrate=7678.3kbits/s speed=0.987x    
frame= 4597 fps= 30 q=21.0 size=  141824kB time=00:02:31.26 bitrate=7680.6kbits/s speed=0.987x    
frame= 4612 fps= 30 q=21.0 size=  142336kB time=00:02:31.76 bitrate=7683.0kbits/s speed=0.988x    
frame= 4628 fps= 30 q=21.0 size=  142848kB time=00:02:32.30 bitrate=7683.6kbits/s speed=0.988x    
frame= 4644 fps= 30 q=21.0 size=  143360kB time=00:02:32.83 bitrate=7684.2kbits/s speed=0.988x    
frame= 4659 fps= 30 q=21.0 size=  143616kB time=00:02:33.33 bitrate=7672.8kbits/s speed=0.988x    
frame= 4674 fps= 30 q=21.0 size=  144128kB time=00:02:33.83 bitrate=7675.2kbits/s speed=0.988x    
frame= 4690 fps= 30 q=21.0 size=  144640kB time=00:02:34.36 bitrate=7675.8kbits/s speed=0.988x    
frame= 4705 fps= 30 q=21.0 size=  144896kB time=00:02:34.86 bitrate=7664.6kbits/s speed=0.988x    
frame= 4721 fps= 30 q=21.0 size=  145408kB time=00:02:35.40 bitrate=7665.3kbits/s speed=0.988x    
frame= 4737 fps= 30 q=21.0 size=  145920kB time=00:02:35.93 bitrate=7665.9kbits/s speed=0.988x    
frame= 4753 fps= 30 q=21.0 size=  146432kB time=00:02:36.46 bitrate=7666.6kbits/s speed=0.988x    
frame= 4768 fps= 30 q=21.0 size=  146944kB time=00:02:36.96 bitrate=7668.9kbits/s speed=0.988x    
frame= 4783 fps= 30 q=21.0 size=  147200kB time=00:02:37.46 bitrate=7657.9kbits/s speed=0.988x    
frame= 4799 fps= 30 q=21.0 size=  147712kB time=00:02:38.00 bitrate=7658.6kbits/s speed=0.988x    
frame= 4814 fps= 30 q=21.0 size=  148224kB time=00:02:38.50 bitrate=7660.9kbits/s speed=0.988x    
frame= 4830 fps= 30 q=21.0 size=  148736kB time=00:02:39.03 bitrate=7661.6kbits/s speed=0.988x    
frame= 4846 fps= 30 q=21.0 size=  149248kB time=00:02:39.56 bitrate=7662.2kbits/s speed=0.988x    
frame= 4861 fps= 30 q=21.0 size=  149760kB time=00:02:40.06 bitrate=7664.5kbits/s speed=0.988x    
frame= 4877 fps= 30 q=21.0 size=  150272kB time=00:02:40.60 bitrate=7665.2kbits/s speed=0.988x    
frame= 4892 fps= 30 q=21.0 size=  150528kB time=00:02:41.10 bitrate=7654.4kbits/s speed=0.988x    
frame= 4906 fps= 30 q=21.0 size=  151040kB time=00:02:41.56 bitrate=7658.3kbits/s speed=0.988x    
frame= 4920 fps= 30 q=21.0 size=  151552kB time=00:02:42.03 bitrate=7662.1kbits/s speed=0.988x    
frame= 4934 fps= 30 q=21.0 size=  151808kB time=00:02:42.50 bitrate=7653.0kbits/s speed=0.987x    
frame= 4947 fps= 30 q=21.0 size=  152320kB time=00:02:42.93 bitrate=7658.4kbits/s speed=0.987x    
frame= 4960 fps= 30 q=21.0 size=  152576kB time=00:02:43.36 bitrate=7650.9kbits/s speed=0.986x    
frame= 4973 fps= 30 q=21.0 size=  153088kB time=00:02:43.80 bitrate=7656.3kbits/s speed=0.986x    
frame= 4986 fps= 30 q=21.0 size=  153344kB time=00:02:44.23 bitrate=7648.8kbits/s speed=0.986x    
frame= 4999 fps= 30 q=21.0 size=  153856kB time=00:02:44.66 bitrate=7654.2kbits/s speed=0.985x    
frame= 5012 fps= 30 q=21.0 size=  154112kB time=00:02:45.10 bitrate=7646.8kbits/s speed=0.984x    
frame= 5024 fps= 30 q=21.0 size=  154624kB time=00:02:45.50 bitrate=7653.7kbits/s speed=0.984x    
frame= 5036 fps= 30 q=21.0 size=  154880kB time=00:02:45.90 bitrate=7647.8kbits/s speed=0.983x    
frame= 5051 fps= 30 q=21.0 size=  155392kB time=00:02:46.40 bitrate=7650.1kbits/s speed=0.983x    
frame= 5067 fps= 30 q=21.0 size=  155904kB time=00:02:46.93 bitrate=7650.8kbits/s speed=0.983x    
frame= 5083 fps= 30 q=21.0 size=  156416kB time=00:02:47.46 bitrate=7651.4kbits/s speed=0.983x    
frame= 5098 fps= 30 q=21.0 size=  156928kB time=00:02:47.96 bitrate=7653.6kbits/s speed=0.983x    
frame= 5113 fps= 30 q=21.0 size=  157440kB time=00:02:48.46 bitrate=7655.8kbits/s speed=0.983x    
frame= 5129 fps= 30 q=21.0 size=  157952kB time=00:02:49.00 bitrate=7656.5kbits/s speed=0.983x    
frame= 5144 fps= 30 q=21.0 size=  158208kB time=00:02:49.50 bitrate=7646.3kbits/s speed=0.984x    
frame= 5159 fps= 30 q=21.0 size=  158720kB time=00:02:50.00 bitrate=7648.4kbits/s speed=0.983x    
frame= 5171 fps= 30 q=21.0 size=  159232kB time=00:02:50.40 bitrate=7655.1kbits/s speed=0.983x    
frame= 5186 fps= 30 q=21.0 size=  159744kB time=00:02:50.90 bitrate=7657.2kbits/s speed=0.983x    
frame= 5198 fps= 30 q=21.0 size=  160256kB time=00:02:51.30 bitrate=7663.8kbits/s speed=0.982x    
frame= 5211 fps= 30 q=21.0 size=  160512kB time=00:02:51.73 bitrate=7656.7kbits/s speed=0.982x    
frame= 5224 fps= 30 q=21.0 size=  161024kB time=00:02:52.16 bitrate=7661.8kbits/s speed=0.981x    
frame= 5233 fps= 30 q=21.0 size=  161280kB time=00:02:52.46 bitrate=7660.6kbits/s speed=0.98x    
frame= 5242 fps= 30 q=21.0 size=  161536kB time=00:02:52.76 bitrate=7659.5kbits/s speed=0.979x    
frame= 5251 fps= 30 q=21.0 size=  161792kB time=00:02:53.06 bitrate=7658.3kbits/s speed=0.978x    
frame= 5260 fps= 30 q=21.0 size=  162048kB time=00:02:53.36 bitrate=7657.2kbits/s speed=0.976x    
frame= 5269 fps= 30 q=21.0 size=  162304kB time=00:02:53.66 bitrate=7656.0kbits/s speed=0.975x    
frame= 5277 fps= 30 q=21.0 size=  162560kB time=00:02:53.93 bitrate=7656.3kbits/s speed=0.974x    
frame= 5286 fps= 30 q=21.0 size=  162816kB time=00:02:54.23 bitrate=7655.2kbits/s speed=0.973x    
frame= 5294 fps= 29 q=21.0 size=  163072kB time=00:02:54.50 bitrate=7655.5kbits/s speed=0.971x    
frame= 5302 fps= 29 q=21.0 size=  163328kB time=00:02:54.76 bitrate=7655.8kbits/s speed=0.97x    
frame= 5310 fps= 29 q=21.0 size=  163840kB time=00:02:55.03 bitrate=7668.1kbits/s speed=0.968x    
frame= 5323 fps= 29 q=21.0 size=  164352kB time=00:02:55.46 bitrate=7673.1kbits/s speed=0.968x    
frame= 5333 fps= 29 q=21.0 size=  164608kB time=00:02:55.80 bitrate=7670.5kbits/s speed=0.967x    
frame= 5345 fps= 29 q=21.0 size=  165120kB time=00:02:56.20 bitrate=7676.9kbits/s speed=0.966x    
frame= 5353 fps= 29 q=21.0 size=  165376kB time=00:02:56.46 bitrate=7677.1kbits/s speed=0.964x    
frame= 5362 fps= 29 q=21.0 size=  165632kB time=00:02:56.76 bitrate=7676.0kbits/s speed=0.963x    
frame= 5373 fps= 29 q=21.0 size=  166144kB time=00:02:57.13 bitrate=7683.8kbits/s speed=0.962x    
frame= 5380 fps= 29 q=21.0 size=  166144kB time=00:02:57.36 bitrate=7673.7kbits/s speed=0.96x    
frame= 5391 fps= 29 q=21.0 size=  166656kB time=00:02:57.73 bitrate=7681.4kbits/s speed=0.96x    
frame= 5398 fps= 29 q=21.0 size=  166912kB time=00:02:57.96 bitrate=7683.1kbits/s speed=0.958x    
frame= 5406 fps= 29 q=21.0 size=  167168kB time=00:02:58.23 bitrate=7683.4kbits/s speed=0.956x    
frame= 5415 fps= 29 q=21.0 size=  167424kB time=00:02:58.53 bitrate=7682.2kbits/s speed=0.955x    
frame= 5422 fps= 29 q=21.0 size=  167680kB time=00:02:58.76 bitrate=7684.0kbits/s speed=0.954x    
frame= 5430 fps= 29 q=21.0 size=  167936kB time=00:02:59.03 bitrate=7684.2kbits/s speed=0.952x    
frame= 5440 fps= 29 q=21.0 size=  168192kB time=00:02:59.36 bitrate=7681.6kbits/s speed=0.951x    
frame= 5447 fps= 29 q=21.0 size=  168448kB time=00:02:59.60 bitrate=7683.3kbits/s speed=0.95x    
frame= 5454 fps= 29 q=21.0 size=  168704kB time=00:02:59.83 bitrate=7685.0kbits/s speed=0.947x    
frame= 5466 fps= 29 q=21.0 size=  168960kB time=00:03:00.23 bitrate=7679.6kbits/s speed=0.945x    
frame= 5478 fps= 29 q=21.0 size=  169472kB time=00:03:00.63 bitrate=7685.8kbits/s speed=0.943x    
frame= 5490 fps= 28 q=21.0 size=  169728kB time=00:03:01.03 bitrate=7680.4kbits/s speed=0.94x    
frame= 5498 fps= 28 q=21.0 size=  169984kB time=00:03:01.30 bitrate=7680.7kbits/s speed=0.938x    
frame= 5503 fps= 28 q=21.0 size=  170240kB time=00:03:01.46 bitrate=7685.2kbits/s speed=0.937x    
frame= 5511 fps= 28 q=21.0 size=  170496kB time=00:03:01.73 bitrate=7685.5kbits/s speed=0.936x    
frame= 5518 fps= 28 q=21.0 size=  170752kB time=00:03:01.96 bitrate=7687.1kbits/s speed=0.933x    
frame= 5526 fps= 28 q=21.0 size=  171008kB time=00:03:02.23 bitrate=7687.4kbits/s speed=0.931x    
frame= 5533 fps= 28 q=21.0 size=  171264kB time=00:03:02.46 bitrate=7689.0kbits/s speed=0.93x    
frame= 5538 fps= 28 q=21.0 size=  171520kB time=00:03:02.63 bitrate=7693.5kbits/s speed=0.928x    
frame= 5546 fps= 28 q=18.0 size=  171520kB time=00:03:02.90 bitrate=7682.3kbits/s speed=0.926x    
frame= 5550 fps= 28 q=21.0 size=  171776kB time=00:03:03.03 bitrate=7688.2kbits/s speed=0.924x    
frame= 5554 fps= 28 q=21.0 size=  171776kB time=00:03:03.16 bitrate=7682.6kbits/s speed=0.922x    
frame= 5562 fps= 28 q=21.0 size=  172288kB time=00:03:03.43 bitrate=7694.3kbits/s speed=0.919x    
frame= 5570 fps= 28 q=21.0 size=  172288kB time=00:03:03.70 bitrate=7683.1kbits/s speed=0.917x    
frame= 5574 fps= 28 q=21.0 size=  172544kB time=00:03:03.83 bitrate=7688.9kbits/s speed=0.914x    
frame= 5578 fps= 28 q=21.0 size=  172544kB time=00:03:03.96 bitrate=7683.4kbits/s speed=0.913x    
frame= 5582 fps= 28 q=21.0 size=  172800kB time=00:03:04.10 bitrate=7689.2kbits/s speed=0.91x    
frame= 5587 fps= 28 q=21.0 size=  173056kB time=00:03:04.26 bitrate=7693.6kbits/s speed=0.909x    
frame= 5590 fps= 27 q=21.0 size=  173056kB time=00:03:04.36 bitrate=7689.4kbits/s speed=0.906x    
frame= 5597 fps= 27 q=21.0 size=  173312kB time=00:03:04.60 bitrate=7691.1kbits/s speed=0.905x    
frame= 5602 fps= 27 q=21.0 size=  173312kB time=00:03:04.76 bitrate=7684.1kbits/s speed=0.901x    
frame= 5609 fps= 27 q=21.0 size=  173568kB time=00:03:05.00 bitrate=7685.8kbits/s speed= 0.9x    
frame= 5614 fps= 27 q=21.0 size=  173824kB time=00:03:05.16 bitrate=7690.2kbits/s speed=0.898x    
frame= 5618 fps= 27 q=21.0 size=  173824kB time=00:03:05.30 bitrate=7684.7kbits/s speed=0.896x    
frame= 5625 fps= 27 q=21.0 size=  174080kB time=00:03:05.53 bitrate=7686.3kbits/s speed=0.894x    
frame= 5626 fps= 27 q=21.0 size=  174080kB time=00:03:05.56 bitrate=7684.9kbits/s speed=0.892x    
frame= 5630 fps= 27 q=21.0 size=  174336kB time=00:03:05.70 bitrate=7690.7kbits/s speed=0.887x    
frame= 5634 fps= 27 q=21.0 size=  174336kB time=00:03:05.83 bitrate=7685.2kbits/s speed=0.885x    
frame= 5638 fps= 27 q=21.0 size=  174592kB time=00:03:05.96 bitrate=7690.9kbits/s speed=0.881x    
frame= 5642 fps= 27 q=21.0 size=  174592kB time=00:03:06.10 bitrate=7685.4kbits/s speed=0.878x    
frame= 5646 fps= 27 q=21.0 size=  174848kB time=00:03:06.23 bitrate=7691.2kbits/s speed=0.875x    
frame= 5650 fps= 26 q=21.0 size=  174848kB time=00:03:06.36 bitrate=7685.7kbits/s speed=0.872x    
frame= 5656 fps= 26 q=21.0 size=  175104kB time=00:03:06.56 bitrate=7688.7kbits/s speed=0.87x    
frame= 5658 fps= 26 q=21.0 size=  175104kB time=00:03:06.63 bitrate=7685.9kbits/s speed=0.866x    
frame= 5661 fps= 26 q=21.0 size=  175104kB time=00:03:06.73 bitrate=7681.8kbits/s speed=0.865x    
frame= 5662 fps= 26 q=21.0 size=  175104kB time=00:03:06.76 bitrate=7680.4kbits/s speed=0.862x    
frame= 5665 fps= 26 q=21.0 size=  175360kB time=00:03:06.86 bitrate=7687.6kbits/s speed=0.86x    
frame= 5669 fps= 26 q=21.0 size=  175360kB time=00:03:07.00 bitrate=7682.1kbits/s speed=0.855x    
frame= 5672 fps= 26 q=21.0 size=  175616kB time=00:03:07.10 bitrate=7689.2kbits/s speed=0.854x    
frame= 5674 fps= 26 q=21.0 size=  175616kB time=00:03:07.16 bitrate=7686.4kbits/s speed=0.852x    
frame= 5677 fps= 26 q=21.0 size=  175616kB time=00:03:07.26 bitrate=7682.3kbits/s speed=0.847x    
frame= 5678 fps= 26 q=21.0 size=  175616kB time=00:03:07.30 bitrate=7681.0kbits/s speed=0.845x    
frame= 5681 fps= 26 q=21.0 size=  175872kB time=00:03:07.40 bitrate=7688.1kbits/s speed=0.841x    
frame= 5683 fps= 25 q=21.0 size=  175872kB time=00:03:07.46 bitrate=7685.3kbits/s speed=0.84x    
frame= 5686 fps= 25 q=21.0 size=  175872kB time=00:03:07.56 bitrate=7681.2kbits/s speed=0.838x    
frame= 5689 fps= 25 q=21.0 size=  176128kB time=00:03:07.66 bitrate=7688.3kbits/s speed=0.834x    
frame= 5691 fps= 25 q=21.0 size=  176128kB time=00:03:07.73 bitrate=7685.6kbits/s speed=0.832x    
frame= 5693 fps= 25 q=21.0 size=  176128kB time=00:03:07.80 bitrate=7682.9kbits/s speed=0.83x    
frame= 5697 fps= 25 q=21.0 size=  176384kB time=00:03:07.93 bitrate=7688.6kbits/s speed=0.828x    
frame= 5701 fps= 25 q=21.0 size=  176384kB time=00:03:08.06 bitrate=7683.1kbits/s speed=0.825x    
frame= 5705 fps= 25 q=21.0 size=  176640kB time=00:03:08.20 bitrate=7688.8kbits/s speed=0.822x    
frame= 5709 fps= 25 q=21.0 size=  176896kB time=00:03:08.33 bitrate=7694.5kbits/s speed=0.82x    
frame= 5713 fps= 25 q=21.0 size=  176896kB time=00:03:08.46 bitrate=7689.1kbits/s speed=0.817x    
frame= 5717 fps= 25 q=21.0 size=  176896kB time=00:03:08.60 bitrate=7683.6kbits/s speed=0.815x    
frame= 5721 fps= 25 q=21.0 size=  177152kB time=00:03:08.73 bitrate=7689.3kbits/s speed=0.813x    
frame= 5725 fps= 24 q=21.0 size=  177152kB time=00:03:08.86 bitrate=7683.9kbits/s speed=0.808x    
frame= 5729 fps= 24 q=21.0 size=  177408kB time=00:03:09.00 bitrate=7689.6kbits/s speed=0.806x    
frame= 5733 fps= 24 q=21.0 size=  177408kB time=00:03:09.13 bitrate=7684.1kbits/s speed=0.805x    
frame= 5737 fps= 24 q=21.0 size=  177664kB time=00:03:09.26 bitrate=7689.8kbits/s speed= 0.8x    
frame= 5740 fps= 24 q=21.0 size=  177664kB time=00:03:09.36 bitrate=7685.7kbits/s speed=0.799x    
frame= 5742 fps= 24 q=21.0 size=  177664kB time=00:03:09.43 bitrate=7683.0kbits/s speed=0.797x    
frame= 5746 fps= 24 q=21.0 size=  177920kB time=00:03:09.56 bitrate=7688.7kbits/s speed=0.796x    
frame= 5749 fps= 24 q=21.0 size=  177920kB time=00:03:09.66 bitrate=7684.6kbits/s speed=0.792x    
frame= 5754 fps= 24 q=21.0 size=  178176kB time=00:03:09.83 bitrate=7688.9kbits/s speed=0.79x    
frame= 5758 fps= 24 q=21.0 size=  178176kB time=00:03:09.96 bitrate=7683.5kbits/s speed=0.789x    
frame= 5761 fps= 24 q=21.0 size=  178432kB time=00:03:10.06 bitrate=7690.5kbits/s speed=0.784x    
frame= 5766 fps= 24 q=21.0 size=  178432kB time=00:03:10.23 bitrate=7683.8kbits/s speed=0.782x    
frame= 5770 fps= 24 q=21.0 size=  178688kB time=00:03:10.36 bitrate=7689.4kbits/s speed=0.781x    
frame= 5773 fps= 24 q=21.0 size=  178688kB time=00:03:10.46 bitrate=7685.4kbits/s speed=0.777x    
frame= 5777 fps= 24 q=21.0 size=  178944kB time=00:03:10.60 bitrate=7691.0kbits/s speed=0.776x    
frame= 5782 fps= 23 q=21.0 size=  178944kB time=00:03:10.76 bitrate=7684.3kbits/s speed=0.774x    
frame= 5785 fps= 23 q=21.0 size=  179200kB time=00:03:10.86 bitrate=7691.3kbits/s speed=0.769x    
frame= 5790 fps= 23 q=21.0 size=  179200kB time=00:03:11.03 bitrate=7684.6kbits/s speed=0.767x    
frame= 5796 fps= 23 q=18.0 size=  179456kB time=00:03:11.23 bitrate=7687.5kbits/s speed=0.766x    
frame= 5797 fps= 23 q=21.0 size=  179456kB time=00:03:11.26 bitrate=7686.1kbits/s speed=0.762x    
frame= 5801 fps= 23 q=21.0 size=  179712kB time=00:03:11.40 bitrate=7691.7kbits/s speed=0.761x    
frame= 5806 fps= 23 q=21.0 size=  179712kB time=00:03:11.56 bitrate=7685.1kbits/s speed=0.76x    
frame= 5809 fps= 23 q=21.0 size=  179968kB time=00:03:11.66 bitrate=7692.0kbits/s speed=0.758x    
frame= 5811 fps= 23 q=21.0 size=  179968kB time=00:03:11.73 bitrate=7689.3kbits/s speed=0.756x    
frame= 5813 fps= 23 q=21.0 size=  180224kB time=00:03:11.80 bitrate=7697.6kbits/s speed=0.754x    
frame= 5817 fps= 23 q=21.0 size=  180224kB time=00:03:11.93 bitrate=7692.2kbits/s speed=0.753x    
frame= 5821 fps= 23 q=21.0 size=  180480kB time=00:03:12.06 bitrate=7697.8kbits/s speed=0.751x    
frame= 5825 fps= 23 q=21.0 size=  180480kB time=00:03:12.20 bitrate=7692.5kbits/s speed=0.747x    
frame= 5829 fps= 23 q=21.0 size=  180736kB time=00:03:12.33 bitrate=7698.0kbits/s speed=0.746x    
frame= 5833 fps= 23 q=21.0 size=  180736kB time=00:03:12.46 bitrate=7692.7kbits/s speed=0.744x    
