1566947083865,I,posture,Left_Close_90_On
1566947083865,E,trial,{"type":"end","label":"Left_Close_90_On","action":"hit","currScore":"70","targetType":"posture","num":"1","sequenceNum":"3","blockNum":"0","datetime":"2019-08-27T23:04:43.865Z","duration":"PT1.108S"}
1566947083890,E,sequence,{"type":"end","num":"4","datetime":"2019-08-27T23:04:43.890Z","duration":"PT3.334S"}
1566947083890,E,sequence,{"type":"start","blockNum":"0","num":"4","taskOrder":"4","datetime":"2019-08-27T23:04:43.890Z"}
1566947083891,E,trial,{"type":"start","label":"truth","targetType":"word","sequenceNum":"4","blockNum":"0","num":"0","startX":"1350","startY":"0","width":"100","height":"100","datetime":"2019-08-27T23:04:43.891Z"}
1566947085124,I,keyboard,keypressed,84,none
1566947085190,I,keyboard,keyreleased,84,none
1566947085531,I,keyboard,keypressed,82,none
1566947085620,I,keyboard,keyreleased,82,none
1566947085690,I,keyboard,keypressed,85,none
1566947085758,I,keyboard,keyreleased,85,none
1566947086122,I,keyboard,keypressed,84,none
1566947086225,I,keyboard,keyreleased,84,none
1566947086356,I,keyboard,keypressed,72,none
1566947086456,I,keyboard,keyreleased,72,none
1566947086691,E,trial,{"type":"end","label":"truth","action":"hit","currScore":"80","targetType":"word","num":"0","sequenceNum":"4","blockNum":"0","datetime":"2019-08-27T23:04:46.690Z","duration":"PT2.799S"}
1566947086722,E,trial,{"type":"start","label":"Left_Close_90_Below","targetType":"posture","sequenceNum":"4","blockNum":"0","num":"1","startX":"590","startY":"0","width":"100","height":"100","datetime":"2019-08-27T23:04:46.722Z"}
1566947086833,I,keyboard,keyreleased,10,none
1566947087769,I,posture,Left_Close_90_Below
1566947087769,E,trial,{"type":"end","label":"Left_Close_90_Below","action":"hit","currScore":"90","targetType":"posture","num":"1","sequenceNum":"4","blockNum":"0","datetime":"2019-08-27T23:04:47.769Z","duration":"PT1.047S"}
1566947087787,E,sequence,{"type":"end","num":"5","datetime":"2019-08-27T23:04:47.787Z","duration":"PT3.897S"}
1566947087788,E,sequence,{"type":"start","blockNum":"0","num":"5","taskOrder":"5","datetime":"2019-08-27T23:04:47.788Z"}
1566947087788,E,trial,{"type":"start","label":"click me","targetType":"click","sequenceNum":"5","blockNum":"0","num":"0","startX":"54","startY":"0","width":"100","height":"100","datetime":"2019-08-27T23:04:47.788Z"}
1566947088623,I,mouse,moved,537,419
1566947088623,I,mouse,moved,537,419
1566947088623,I,mouse,moved,529,414
1566947088623,I,mouse,moved,529,414
1566947088623,I,mouse,moved,522,410
1566947088623,I,mouse,moved,522,410
1566947088623,I,mouse,moved,512,402
1566947088657,I,mouse,moved,512,402
1566947088657,I,mouse,moved,501,394
1566947088657,I,mouse,moved,501,394
1566947088657,I,mouse,moved,488,385
1566947088657,I,mouse,moved,488,385
1566947088657,I,mouse,moved,474,376
1566947088657,I,mouse,moved,474,376
1566947088657,I,mouse,moved,460,368
1566947088657,I,mouse,moved,460,368
1566947088691,I,mouse,moved,435,354
1566947088691,I,mouse,moved,435,354
1566947088691,I,mouse,moved,424,350
1566947088691,I,mouse,moved,424,350
1566947088691,I,mouse,moved,401,342
1566947088691,I,mouse,moved,401,342
1566947088691,I,mouse,moved,381,335
1566947088691,I,mouse,moved,381,335
1566947088725,I,mouse,moved,365,331
1566947088725,I,mouse,moved,365,331
1566947088725,I,mouse,moved,349,330
1566947088725,I,mouse,moved,349,330
1566947088725,I,mouse,moved,336,329
1566947088725,I,mouse,moved,336,329
1566947088725,I,mouse,moved,323,328
1566947088725,I,mouse,moved,323,328
1566947088756,I,mouse,moved,312,328
1566947088756,I,mouse,moved,312,328
1566947088756,I,mouse,moved,307,328
1566947088756,I,mouse,moved,307,328
1566947088756,I,mouse,moved,297,328
1566947088756,I,mouse,moved,297,328
1566947088756,I,mouse,moved,290,328
1566947088756,I,mouse,moved,290,328
1566947088790,I,mouse,moved,282,328
1566947088790,I,mouse,moved,282,328
1566947088790,I,mouse,moved,275,328
1566947088790,I,mouse,moved,275,328
1566947088790,I,mouse,moved,269,328
1566947088790,I,mouse,moved,269,328
1566947088790,I,mouse,moved,262,328
1566947088790,I,mouse,moved,262,328
1566947088822,I,mouse,moved,256,328
1566947088822,I,mouse,moved,256,328
1566947088822,I,mouse,moved,251,328
1566947088822,I,mouse,moved,251,328
1566947088822,I,mouse,moved,247,328
1566947088822,I,mouse,moved,247,328
1566947088822,I,mouse,moved,243,328
1566947088822,I,mouse,moved,243,328
1566947088853,I,mouse,moved,238,328
1566947088853,I,mouse,moved,238,328
1566947088853,I,mouse,moved,236,328
1566947088854,I,mouse,moved,236,328
1566947088854,I,mouse,moved,230,328
1566947088854,I,mouse,moved,230,328
1566947088854,I,mouse,moved,226,328
1566947088854,I,mouse,moved,226,328
1566947088891,I,mouse,moved,222,328
1566947088891,I,mouse,moved,222,328
1566947088891,I,mouse,moved,218,328
1566947088891,I,mouse,moved,218,328
1566947088891,I,mouse,moved,215,329
1566947088891,I,mouse,moved,215,329
1566947088891,I,mouse,moved,211,329
1566947088891,I,mouse,moved,211,329
1566947088891,I,mouse,moved,209,330
1566947088922,I,mouse,moved,209,330
1566947088922,I,mouse,moved,207,330
1566947088922,I,mouse,moved,207,330
1566947088922,I,mouse,moved,204,331
1566947088922,I,mouse,moved,204,331
1566947088923,I,mouse,moved,203,331
1566947088923,I,mouse,moved,203,331
1566947088953,I,mouse,moved,201,331
1566947088953,I,mouse,moved,201,331
1566947088953,I,mouse,mousepressed,201,331
1566947089054,I,mouse,mousereleased,200,331
1566947089054,E,trial,{"type":"end","label":"click me","action":"hit","currScore":"100","targetType":"click","num":"0","sequenceNum":"5","blockNum":"0","datetime":"2019-08-27T23:04:49.054Z","duration":"PT1.266S"}
1566947089087,E,trial,{"type":"start","label":"Left_Close_90_Beside","targetType":"posture","sequenceNum":"5","blockNum":"0","num":"1","startX":"590","startY":"0","width":"100","height":"100","datetime":"2019-08-27T23:04:49.087Z"}
1566947090066,I,posture,Left_Close_90_Beside
1566947090066,E,trial,{"type":"end","label":"Left_Close_90_Beside","action":"hit","currScore":"110","targetType":"posture","num":"1","sequenceNum":"5","blockNum":"0","datetime":"2019-08-27T23:04:50.066Z","duration":"PT0.979S"}
1566947090090,E,sequence,{"type":"end","num":"6","datetime":"2019-08-27T23:04:50.089Z","duration":"PT2.301S"}
1566947090090,E,sequence,{"type":"start","blockNum":"0","num":"6","taskOrder":"6","datetime":"2019-08-27T23:04:50.090Z"}
1566947090090,E,trial,{"type":"start","label":"class","targetType":"word","sequenceNum":"6","blockNum":"0","num":"0","startX":"1108","startY":"0","width":"100","height":"100","datetime":"2019-08-27T23:04:50.090Z"}
1566947091091,I,keyboard,keypressed,67,none
1566947091190,I,keyboard,keyreleased,67,none
1566947091222,I,keyboard,keypressed,76,none
1566947091325,I,keyboard,keyreleased,76,none
1566947091356,I,keyboard,keypressed,65,none
1566947091456,I,keyboard,keyreleased,65,none
1566947091524,I,keyboard,keypressed,83,none
1566947091622,I,keyboard,keyreleased,83,none
1566947091692,I,keyboard,keypressed,83,none
1566947091791,I,keyboard,keyreleased,83,none
1566947091791,E,trial,{"type":"end","label":"class","action":"hit","currScore":"120","targetType":"word","num":"0","sequenceNum":"6","blockNum":"0","datetime":"2019-08-27T23:04:51.791Z","duration":"PT1.701S"}
1566947091823,E,trial,{"type":"start","label":"Left_Close_180_On","targetType":"posture","sequenceNum":"6","blockNum":"0","num":"1","startX":"590","startY":"0","width":"100","height":"100","datetime":"2019-08-27T23:04:51.823Z"}
1566947091900,I,keyboard,keyreleased,10,none
1566947092902,I,posture,Left_Close_180_On
1566947092902,E,trial,{"type":"end","label":"Left_Close_180_On","action":"hit","currScore":"130","targetType":"posture","num":"1","sequenceNum":"6","blockNum":"0","datetime":"2019-08-27T23:04:52.902Z","duration":"PT1.079S"}
1566947092922,E,sequence,{"type":"end","num":"7","datetime":"2019-08-27T23:04:52.922Z","duration":"PT2.832S"}
1566947092922,E,sequence,{"type":"start","blockNum":"0","num":"7","taskOrder":"7","datetime":"2019-08-27T23:04:52.922Z"}
1566947092922,E,trial,{"type":"start","label":"click me","targetType":"click","sequenceNum":"7","blockNum":"0","num":"0","startX":"960","startY":"0","width":"100","height":"100","datetime":"2019-08-27T23:04:52.922Z"}
1566947093690,I,mouse,moved,202,331
1566947093690,I,mouse,moved,202,331
1566947093690,I,mouse,moved,209,329
1566947093690,I,mouse,moved,209,329
1566947093690,I,mouse,moved,221,327
1566947093690,I,mouse,moved,221,327
1566947093690,I,mouse,moved,238,324
1566947093690,I,mouse,moved,238,324
1566947093724,I,mouse,moved,276,316
1566947093724,I,mouse,moved,276,316
1566947093724,I,mouse,moved,310,310
1566947093724,I,mouse,moved,310,310
1566947093724,I,mouse,moved,350,304
1566947093724,I,mouse,moved,350,304
1566947093724,I,mouse,moved,395,298
1566947093724,I,mouse,moved,395,298
1566947093755,I,mouse,moved,415,296
1566947093755,I,mouse,moved,415,296
1566947093755,I,mouse,moved,456,290
1566947093755,I,mouse,moved,456,290
1566947093755,I,mouse,moved,494,285
1566947093755,I,mouse,moved,494,285
1566947093755,I,mouse,moved,528,281
1566947093755,I,mouse,moved,528,281
1566947093790,I,mouse,moved,560,276
1566947093791,I,mouse,moved,560,276
1566947093791,I,mouse,moved,588,273
1566947093791,I,mouse,moved,588,273
1566947093791,I,mouse,moved,600,272
1566947093791,I,mouse,moved,600,272
1566947093791,I,mouse,moved,625,269
1566947093791,I,mouse,moved,625,269
1566947093822,I,mouse,moved,648,267
1566947093822,I,mouse,moved,648,267
1566947093822,I,mouse,moved,670,265
1566947093822,I,mouse,moved,670,265
1566947093822,I,mouse,moved,690,264
1566947093822,I,mouse,moved,690,264
1566947093822,I,mouse,moved,709,262
1566947093822,I,mouse,moved,709,262
1566947093854,I,mouse,moved,726,260
1566947093854,I,mouse,moved,726,260
1566947093854,I,mouse,moved,744,259
1566947093854,I,mouse,moved,744,259
1566947093854,I,mouse,moved,761,257
1566947093854,I,mouse,moved,761,257
1566947093854,I,mouse,moved,776,256
1566947093854,I,mouse,moved,776,256
1566947093891,I,mouse,moved,782,256
1566947093891,I,mouse,moved,782,256
1566947093891,I,mouse,moved,794,255
1566947093891,I,mouse,moved,794,255
1566947093891,I,mouse,moved,803,254
1566947093891,I,mouse,moved,803,254
1566947093891,I,mouse,moved,811,253
1566947093891,I,mouse,moved,811,253
1566947093891,I,mouse,moved,813,253
1566947093923,I,mouse,moved,813,253
1566947093923,I,mouse,moved,824,252
1566947093923,I,mouse,moved,824,252
1566947093923,I,mouse,moved,829,252
1566947093923,I,mouse,moved,829,252
1566947093923,I,mouse,moved,833,251
1566947093923,I,mouse,moved,833,251
1566947093954,I,mouse,moved,837,251
1566947093954,I,mouse,moved,837,251
1566947093954,I,mouse,moved,841,251
1566947093954,I,mouse,moved,841,251
1566947093954,I,mouse,moved,843,251
1566947093954,I,mouse,moved,843,251
1566947093954,I,mouse,moved,846,251
1566947093954,I,mouse,moved,846,251
1566947093989,I,mouse,moved,849,251
1566947093989,I,mouse,moved,849,251
1566947093989,I,mouse,moved,852,251
1566947093989,I,mouse,moved,852,251
1566947093989,I,mouse,moved,855,251
1566947093989,I,mouse,moved,855,251
1566947093989,I,mouse,moved,858,251
1566947093989,I,mouse,moved,858,251
1566947093989,I,mouse,moved,859,251
1566947094023,I,mouse,moved,859,251
1566947094023,I,mouse,moved,864,250
1566947094023,I,mouse,moved,864,250
1566947094023,I,mouse,moved,867,250
1566947094023,I,mouse,moved,867,250
1566947094023,I,mouse,moved,870,249
1566947094023,I,mouse,moved,870,249
1566947094023,I,mouse,moved,873,248
1566947094023,I,mouse,moved,873,248
1566947094057,I,mouse,moved,878,247
1566947094057,I,mouse,moved,878,247
1566947094057,I,mouse,moved,882,247
1566947094057,I,mouse,moved,882,247
1566947094057,I,mouse,moved,886,246
1566947094057,I,mouse,moved,886,246
1566947094057,I,mouse,moved,891,245
1566947094057,I,mouse,moved,891,245
1566947094091,I,mouse,moved,895,245
1566947094091,I,mouse,moved,895,245
1566947094091,I,mouse,moved,899,245
1566947094091,I,mouse,moved,899,245
1566947094091,I,mouse,moved,904,245
1566947094091,I,mouse,moved,904,245
1566947094091,I,mouse,moved,909,245
1566947094091,I,mouse,moved,909,245
1566947094120,I,mouse,moved,913,245
1566947094120,I,mouse,moved,913,245
1566947094120,I,mouse,moved,917,245
1566947094120,I,mouse,moved,917,245
1566947094120,I,mouse,moved,919,246
1566947094120,I,mouse,moved,919,246
1566947094120,I,mouse,moved,923,246
1566947094120,I,mouse,moved,923,246
1566947094158,I,mouse,moved,926,247
1566947094158,I,mouse,moved,926,247
1566947094158,I,mouse,moved,928,247
1566947094158,I,mouse,moved,928,247
1566947094390,I,mouse,moved,928,247
1566947094391,I,mouse,moved,928,247
1566947094391,I,mouse,moved,935,247
1566947094391,I,mouse,moved,935,247
1566947094391,I,mouse,moved,945,250
1566947094391,I,mouse,moved,945,250
1566947094391,I,mouse,moved,955,253
1566947094391,I,mouse,moved,955,253
1566947094424,I,mouse,moved,968,256
1566947094424,I,mouse,moved,968,256
1566947094424,I,mouse,moved,979,259
1566947094424,I,mouse,moved,979,259
1566947094424,I,mouse,moved,989,262
1566947094424,I,mouse,moved,989,262
1566947094424,I,mouse,moved,998,265
