# Typealike Interactions
#<time>,E,experiment,{type:start, participantid:<participantId>, study:<studyId>, datetime:<time>}
#<time>,E,experiment,{type:end, participantid:<participantId>, score:<score>, datetime:<time>, duration:<duration>}
#<time>,E,block,{type:start, num:<blockNum>, numBlocks:<numBlocks>, datetime:<time>}
#<time>,E,block,{type:end, num:<blockNum>, datetime:<time>, duration:<numSeconds>}
#<time>,E,sequence,{type:start, blockNum:<blockNum>, num:<sequenceNum>, datetime:<time>, taskOrder:<taskOrderIndex>}
#<time>,E,sequence,{type:end, num:<sequenceNum>, datetime:<time>, duration:<numSeconds>}
#<time>,E,trial,{type:start, label:<labelName>, targetType:<targetType>, datetime:<time>, sequenceNum:<sequenceNum>, blockNum:<blockNum>, num:<targetNum>, startX:<startX>, startY:<startY>, width:<targetWidth>, height:<targetHeight>}
#<time>,E,trial,{type:end, label:<labelName>, action:<hit/miss>, targetType:<targetType>, num:<taskNum>, blockNum:<blockNum>, sequenceNum:<sequenceNum>, datetime:<time>, duration:<numSeconds>}
#<time>,M,video, datetime:<time>
# schema,{type:I, subtype:key, data:[event, keyname, modifierkey], type:[str,str], description:[<pressed/released>, <keycode>, <Shift/Ctrl/Alt/none>] }
# schema,{type:I, subtype:mouse, data:[event, x, y], type:[str, int,int], description:[moved/pressed/released,<x-coordinate>,<y-coordinate>]}
# schema,{type:I, subtype:posture, data:[name], type:[str], description:[<posture name>] }
# START LOG
1567127825603,E,experiment,{"type":"start","participantid":"pilot_2","study":"two","datetime":"2019-08-30T01:17:05.578Z"}
1567127825672,E,block,{"type":"start","num":"0","numBlocks":"10","datetime":"2019-08-30T01:17:05.672Z"}
1567127826400,I,mouse,moved,429,185
1567127826400,I,mouse,moved,429,185
1567127826400,I,mouse,moved,429,187
1567127826401,I,mouse,moved,429,187
1567127826401,I,mouse,moved,429,190
1567127826401,I,mouse,moved,429,190
1567127826401,I,mouse,moved,432,196
1567127826402,I,mouse,moved,432,196
1567127826402,I,mouse,moved,434,202
1567127826402,I,mouse,moved,434,202
1567127826402,I,mouse,moved,437,209
1567127826403,I,mouse,moved,437,209
1567127826403,I,mouse,moved,440,217
1567127826403,I,mouse,moved,440,217
1567127826403,I,mouse,moved,446,227
1567127826404,I,mouse,moved,446,227
1567127826404,I,mouse,moved,453,236
1567127826404,I,mouse,moved,453,236
1567127826404,I,mouse,moved,461,247
1567127826405,I,mouse,moved,461,247
1567127826405,I,mouse,moved,471,259
1567127826405,I,mouse,moved,471,259
1567127826405,I,mouse,moved,482,271
1567127826405,I,mouse,moved,482,271
1567127826405,I,mouse,moved,594,332
1567127826405,I,mouse,moved,594,332
1567127826406,I,mouse,moved,607,336
1567127826406,I,mouse,moved,607,336
1567127826406,I,mouse,moved,620,339
1567127826406,I,mouse,moved,620,339
1567127826406,I,mouse,moved,672,351
1567127826406,I,mouse,moved,672,351
1567127826406,I,mouse,moved,683,354
1567127826406,I,mouse,moved,683,354
1567127826407,I,mouse,moved,694,359
1567127826407,I,mouse,moved,694,359
1567127826407,I,mouse,moved,706,363
1567127826407,I,mouse,moved,706,363
1567127826407,I,mouse,moved,716,367
1567127826407,I,mouse,moved,716,367
1567127826408,I,mouse,moved,727,371
1567127826408,I,mouse,moved,727,371
1567127826408,I,mouse,moved,732,374
1567127826408,I,mouse,moved,732,374
1567127826408,I,mouse,moved,741,378
1567127826408,I,mouse,moved,741,378
1567127826408,I,mouse,moved,749,381
1567127826408,I,mouse,moved,749,381
1567127826408,I,mouse,moved,752,382
1567127826408,I,mouse,moved,752,382
1567127826409,I,mouse,moved,757,385
1567127826409,I,mouse,moved,757,385
1567127826409,I,mouse,moved,762,387
1567127826409,I,mouse,moved,762,387
1567127826409,I,mouse,moved,765,388
1567127826409,I,mouse,moved,765,388
1567127826409,I,mouse,moved,767,389
1567127826409,I,mouse,moved,767,389
1567127826409,I,mouse,moved,769,389
1567127826409,I,mouse,moved,769,389
1567127826409,I,mouse,moved,771,390
1567127826410,I,mouse,moved,771,390
1567127826410,I,mouse,moved,772,390
1567127826410,I,mouse,moved,772,390
1567127826410,I,mouse,moved,773,391
1567127826410,I,mouse,moved,773,391
1567127826410,I,mouse,moved,774,391
1567127826410,I,mouse,moved,774,391
1567127826411,I,mouse,moved,775,391
1567127826411,I,mouse,moved,775,391
1567127826411,I,mouse,moved,776,391
1567127826411,I,mouse,moved,776,391
1567127826411,I,mouse,moved,780,391
1567127826411,I,mouse,moved,780,391
1567127826411,I,mouse,moved,781,391
1567127826411,I,mouse,moved,781,391
1567127826453,I,mouse,moved,781,391
1567127826453,I,mouse,moved,781,391
1567127826485,I,mouse,moved,781,391
1567127826518,I,mouse,moved,781,391
1567127826519,I,mouse,moved,781,391
1567127826753,I,mouse,moved,781,390
1567127826754,I,mouse,moved,781,390
1567127826754,I,mouse,mousepressed,781,390
1567127826854,E,sequence,{"type":"start","blockNum":"0","num":"0","taskOrder":"0","datetime":"2019-08-30T01:17:06.854Z"}
1567127826854,E,trial,{"type":"start","label":"click me","targetType":"click","sequenceNum":"0","blockNum":"0","num":"0","startX":"649","startY":"0","width":"100","height":"100","datetime":"2019-08-30T01:17:06.854Z"}
1567127827757,I,mouse,moved,780,392
1567127827757,I,mouse,moved,780,392
1567127827757,I,mouse,moved,771,406
1567127827758,I,mouse,moved,771,406
1567127827787,I,mouse,moved,762,425
1567127827787,I,mouse,moved,762,425
1567127827788,I,mouse,moved,756,441
1567127827788,I,mouse,moved,756,441
1567127827788,I,mouse,moved,745,474
1567127827788,I,mouse,moved,745,474
1567127827788,I,mouse,moved,735,514
1567127827821,I,mouse,moved,735,514
1567127827821,I,mouse,moved,728,559
1567127827821,I,mouse,moved,728,559
1567127827821,I,mouse,moved,724,609
1567127827821,I,mouse,moved,724,609
1567127827822,I,mouse,moved,724,660
1567127827822,I,mouse,moved,724,660
1567127827822,I,mouse,moved,724,715
1567127827822,I,mouse,moved,724,715
1567127827854,I,mouse,moved,725,768
1567127827854,I,mouse,moved,725,768
1567127827854,I,mouse,moved,735,825
1567127827854,I,mouse,moved,735,825
1567127827854,I,mouse,moved,748,884
1567127827854,I,mouse,moved,748,884
1567127827854,I,mouse,moved,764,947
1567127827854,I,mouse,moved,764,947
1567127827890,I,mouse,moved,781,1011
1567127827890,I,mouse,moved,781,1011
1567127828019,I,mouse,moved,867,1049
1567127828019,I,mouse,moved,867,1049
1567127828019,I,mouse,moved,867,1047
1567127828019,I,mouse,moved,867,1047
1567127828019,I,mouse,moved,866,1045
1567127828019,I,mouse,moved,866,1045
1567127828019,I,mouse,moved,866,1044
1567127828019,I,mouse,moved,866,1044
1567127828054,I,mouse,moved,865,1043
1567127828054,I,mouse,moved,865,1043
1567127828054,I,mouse,moved,865,1041
1567127828054,I,mouse,moved,865,1041
1567127828055,I,mouse,moved,865,1040
1567127828055,I,mouse,moved,865,1040
1567127828055,I,mouse,moved,865,1039
1567127828055,I,mouse,moved,865,1039
1567127828088,I,mouse,moved,865,1036
1567127828088,I,mouse,moved,865,1036
1567127828088,I,mouse,moved,865,1033
1567127828088,I,mouse,moved,865,1033
1567127828088,I,mouse,moved,865,1027
1567127828088,I,mouse,moved,865,1027
1567127828088,I,mouse,moved,865,1021
1567127828089,I,mouse,moved,865,1021
1567127828089,I,mouse,moved,865,1013
1567127828121,I,mouse,moved,865,1013
1567127828121,I,mouse,moved,865,995
1567127828121,I,mouse,moved,865,995
1567127828121,I,mouse,moved,865,986
1567127828121,I,mouse,moved,865,986
1567127828121,I,mouse,moved,866,969
1567127828121,I,mouse,moved,866,969
1567127828121,I,mouse,moved,867,950
1567127828156,I,mouse,moved,867,950
1567127828157,I,mouse,moved,867,931
1567127828157,I,mouse,moved,867,931
1567127828157,I,mouse,moved,867,925
1567127828157,I,mouse,moved,867,925
1567127828157,I,mouse,moved,867,912
1567127828157,I,mouse,moved,867,912
1567127828157,I,mouse,moved,867,901
1567127828157,I,mouse,moved,867,901
1567127828187,I,mouse,moved,867,897
1567127828187,I,mouse,moved,867,897
1567127828188,I,mouse,moved,867,890
1567127828188,I,mouse,moved,867,890
1567127828188,I,mouse,moved,867,886
1567127828188,I,mouse,moved,867,886
1567127828188,I,mouse,moved,867,883
1567127828222,I,mouse,moved,867,883
1567127828222,I,mouse,moved,866,881
1567127828222,I,mouse,moved,866,881
1567127828222,I,mouse,moved,866,880
1567127828222,I,mouse,moved,866,880
1567127828222,I,mouse,moved,865,879
1567127828222,I,mouse,moved,865,879
1567127828222,I,mouse,moved,865,879
1567127828222,I,mouse,moved,865,879
1567127828252,I,mouse,moved,864,879
1567127828253,I,mouse,moved,864,879
1567127828253,I,mouse,moved,864,879
1567127828253,I,mouse,moved,864,879
1567127828253,I,mouse,moved,863,879
1567127828253,I,mouse,moved,863,879
1567127828253,I,mouse,moved,862,879
1567127828253,I,mouse,moved,862,879
1567127828287,I,mouse,moved,861,879
1567127828287,I,mouse,moved,861,879
1567127828287,I,mouse,moved,860,879
1567127828287,I,mouse,moved,860,879
1567127828287,I,mouse,moved,858,880
1567127828287,I,mouse,moved,858,880
1567127828287,I,mouse,moved,856,880
1567127828287,I,mouse,moved,856,880
1567127828321,I,mouse,moved,853,881
1567127828321,I,mouse,moved,853,881
1567127828321,I,mouse,moved,850,882
1567127828321,I,mouse,moved,850,882
1567127828321,I,mouse,moved,847,883
1567127828321,I,mouse,moved,847,883
1567127828321,I,mouse,moved,844,883
1567127828321,I,mouse,moved,844,883
1567127828352,I,mouse,moved,840,884
1567127828352,I,mouse,moved,840,884
1567127828352,I,mouse,moved,838,885
1567127828352,I,mouse,moved,838,885
1567127828352,I,mouse,moved,835,885
1567127828352,I,mouse,moved,835,885
1567127828352,I,mouse,moved,832,885
1567127828352,I,mouse,moved,832,885
1567127828386,I,mouse,moved,828,886
1567127828386,I,mouse,moved,828,886
1567127828386,I,mouse,moved,827,887
1567127828386,I,mouse,moved,827,887
1567127828386,I,mouse,moved,825,887
1567127828386,I,mouse,moved,825,887
1567127828386,I,mouse,moved,823,888
1567127828386,I,mouse,moved,823,888
1567127828419,I,mouse,moved,821,889
1567127828419,I,mouse,moved,821,889
1567127828419,I,mouse,moved,820,889
1567127828419,I,mouse,moved,820,889
1567127828419,I,mouse,moved,819,889
1567127828419,I,mouse,moved,819,889
1567127828419,I,mouse,moved,818,890
1567127828419,I,mouse,moved,818,890
1567127828458,I,mouse,mousepressed,818,890
1567127828556,I,mouse,mousereleased,818,890
1567127828562,E,trial,{"type":"end","label":"click me","action":"hit","currScore":"0","targetType":"click","num":"0","sequenceNum":"0","blockNum":"0","datetime":"2019-08-30T01:17:08.557Z","duration":"PT1.703S"}
1567127828587,E,trial,{"type":"start","label":"Left_Close_0_On","targetType":"posture","sequenceNum":"0","blockNum":"0","num":"1","startX":"590","startY":"0","width":"100","height":"100","datetime":"2019-08-30T01:17:08.587Z"}
1567127829400,I,posture,Left_Close_0_On
1567127829401,E,trial,{"type":"end","label":"Left_Close_0_On","action":"hit","currScore":"10","targetType":"posture","num":"1","sequenceNum":"0","blockNum":"0","datetime":"2019-08-30T01:17:09.401Z","duration":"PT0.814S"}
1567127829420,E,sequence,{"type":"end","num":"1","datetime":"2019-08-30T01:17:09.420Z","duration":"PT2.566S"}
1567127829420,E,sequence,{"type":"start","blockNum":"0","num":"1","taskOrder":"1","datetime":"2019-08-30T01:17:09.420Z"}
1567127829420,E,trial,{"type":"start","label":"voice","targetType":"word","sequenceNum":"1","blockNum":"0","num":"0","startX":"602","startY":"0","width":"100","height":"100","datetime":"2019-08-30T01:17:09.420Z"}
1567127830456,I,keyboard,keypressed,86,none
1567127830522,I,keyboard,keyreleased,86,none
1567127830585,I,keyboard,keypressed,79,none
1567127830691,I,keyboard,keyreleased,79,none
1567127830721,I,keyboard,keypressed,73,none
1567127830823,I,keyboard,keyreleased,73,none
1567127830823,I,keyboard,keypressed,67,none
1567127830920,I,keyboard,keyreleased,67,none
1567127831023,I,keyboard,keypressed,69,none
1567127831124,I,keyboard,keyreleased,69,none
1567127831155,E,trial,{"type":"end","label":"voice","action":"hit","currScore":"20","targetType":"word","num":"0","sequenceNum":"1","blockNum":"0","datetime":"2019-08-30T01:17:11.155Z","duration":"PT1.735S"}
1567127831187,E,trial,{"type":"start","label":"Left_Close_0_Below","targetType":"posture","sequenceNum":"1","blockNum":"0","num":"1","startX":"590","startY":"0","width":"100","height":"100","datetime":"2019-08-30T01:17:11.187Z"}
1567127831301,I,keyboard,keyreleased,10,none
1567127832064,I,posture,Left_Close_0_Below
1567127832064,E,trial,{"type":"end","label":"Left_Close_0_Below","action":"hit","currScore":"30","targetType":"posture","num":"1","sequenceNum":"1","blockNum":"0","datetime":"2019-08-30T01:17:12.064Z","duration":"PT0.877S"}
1567127832087,E,sequence,{"type":"end","num":"2","datetime":"2019-08-30T01:17:12.087Z","duration":"PT2.667S"}
1567127832088,E,sequence,{"type":"start","blockNum":"0","num":"2","taskOrder":"2","datetime":"2019-08-30T01:17:12.087Z"}
1567127832088,E,trial,{"type":"start","label":"click me","targetType":"click","sequenceNum":"2","blockNum":"0","num":"0","startX":"727","startY":"0","width":"100","height":"100","datetime":"2019-08-30T01:17:12.088Z"}
1567127832889,I,mouse,moved,818,890
1567127832889,I,mouse,moved,818,890
1567127832890,I,mouse,moved,818,884
1567127832890,I,mouse,moved,818,884
1567127832920,I,mouse,moved,819,875
1567127832920,I,mouse,moved,819,875
1567127832920,I,mouse,moved,820,862
1567127832920,I,mouse,moved,820,862
1567127832920,I,mouse,moved,820,843
