,Unnamed: 0,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Reference_Task
11835,11835,participant_46,2,4,13,315,posture,Left_Open_90_Below,1567738158207,1567738159518,1567738159518,1343,1326,2669,21,4,False,Below,90,Open,Left,click
11837,11837,participant_46,2,4,14,317,posture,Left_Open_90_Beside,1567738162344,1567738163420,1567738163420,2576,1658,4234,23,4,False,Beside,90,Open,Left,word
11839,11839,participant_46,2,4,15,319,posture,Left_Open_180_On,1567738165110,1567738166357,1567738166357,1279,1651,2930,27,0,False,On,0,Open,Left,click
11841,11841,participant_46,2,4,16,321,posture,Left_Open_180_Below,1567738170043,1567738171417,1567738171417,3409,2026,5435,19,10,False,Below,0,Open,Left,word
11843,11843,participant_46,2,4,17,323,posture,Left_Open_180_Beside,1567738176075,1567738177422,1567738177422,3979,1955,5934,20,12,False,Beside,0,Open,Left,word
11845,11845,participant_46,2,4,18,325,posture,Right_Close_0_On,1567738179412,1567738181859,1567738181859,2482,1918,4400,31,0,False,On,180,Close,Right,click
11847,11847,participant_46,2,4,19,327,posture,Right_Close_0_Below,1567738183811,1567738184791,1567738184791,1014,1519,2533,28,0,False,Below,180,Close,Right,click
11849,11849,participant_46,2,4,20,329,posture,Right_Close_0_Beside,1567738187743,1567738188921,1567738188921,2611,1459,4070,20,8,False,Beside,180,Close,Right,word
11851,11851,participant_46,2,4,21,331,posture,Right_Close_90_On,1567738190407,1567738191621,1567738191621,1241,1524,2765,30,0,False,On,90,Close,Right,click
11853,11853,participant_46,2,4,22,333,posture,Right_Close_90_Below,1567738195708,1567738197520,1567738197520,4375,1525,5900,17,11,False,Below,90,Close,Right,word
11855,11855,participant_46,2,4,23,335,posture,Right_Close_90_Beside,1567738199075,1567738200057,1567738200057,1012,1622,2634,23,4,False,Beside,90,Close,Right,click
11857,11857,participant_46,2,4,24,337,posture,Right_Close_180_On,1567738201712,1567738202890,1567738202890,1211,1456,2667,13,15,False,On,0,Close,Right,click
11859,11859,participant_46,2,4,25,339,posture,Right_Close_180_Below,1567738204379,1567738206222,1567738206222,1876,1420,3296,14,0,False,Below,0,Close,Right,click
11861,11861,participant_46,2,4,26,341,posture,Right_Close_180_Beside,1567738209911,1567738211187,1567738211187,3545,1290,4835,20,11,False,Beside,0,Close,Right,word
11863,11863,participant_46,2,4,27,343,posture,Right_Open_0_On,1567738212507,1567738213590,1567738213590,1113,1522,2635,28,0,False,On,180,Open,Right,click
11865,11865,participant_46,2,4,28,345,posture,Right_Open_0_Below,1567738217078,1567738218254,1567738218254,3142,1526,4668,31,0,False,Below,180,Open,Right,word
11867,11867,participant_46,2,4,29,347,posture,Right_Open_0_Beside,1567738221610,1567738222922,1567738222922,3142,1390,4532,19,12,False,Beside,180,Open,Right,word
11869,11869,participant_46,2,4,30,349,posture,Right_Open_90_On,1567738224346,1567738225488,1567738225488,1176,1292,2468,25,3,False,On,90,Open,Right,click
11871,11871,participant_46,2,4,31,351,posture,Right_Open_90_Below,1567738230112,1567738231025,1567738231025,4245,1588,5833,9,8,False,Below,90,Open,Right,word
11873,11873,participant_46,2,4,32,353,posture,Right_Open_90_Beside,1567738235044,1567738236123,1567738236123,3510,1720,5230,20,4,False,Beside,90,Open,Right,word
11875,11875,participant_46,2,4,33,355,posture,Right_Open_180_On,1567738237878,1567738239059,1567738239059,1216,1454,2670,25,8,False,On,0,Open,Right,click
11877,11877,participant_46,2,4,34,357,posture,Right_Open_180_Below,1567738243345,1567738244522,1567738244522,4009,1257,5266,26,6,False,Below,0,Open,Right,word
11879,11879,participant_46,2,4,35,359,posture,Right_Open_180_Beside,1567738245811,1567738247293,1567738247293,1514,0,1514,17,16,False,Beside,0,Open,Right,click
11953,11953,participant_46,3,6,0,433,posture,Left_Close_0_On,1567738415586,1567738418530,1567738418530,2978,1523,4501,33,0,False,On,180,Close,Left,click
11955,11955,participant_46,3,6,1,435,posture,Left_Close_0_Below,1567738422320,1567738423361,1567738423361,3308,1726,5034,24,0,False,Below,180,Close,Left,word
11957,11957,participant_46,3,6,2,437,posture,Left_Close_0_Beside,1567738425118,1567738426096,1567738426096,1009,1290,2299,29,0,False,Beside,180,Close,Left,click
11959,11959,participant_46,3,6,3,439,posture,Left_Close_90_On,1567738429520,1567738430662,1567738430662,3276,2124,5400,16,0,False,On,90,Close,Left,word
11961,11961,participant_46,3,6,4,441,posture,Left_Close_90_Below,1567738434487,1567738435497,1567738435497,2711,1487,4198,24,0,False,Below,90,Close,Left,word
11963,11963,participant_46,3,6,5,443,posture,Left_Close_90_Beside,1567738437018,1567738438167,1567738438167,1183,1319,2502,28,0,False,Beside,90,Close,Left,click
11965,11965,participant_46,3,6,6,445,posture,Left_Close_180_On,1567738441286,1567738442464,1567738442464,2978,1623,4601,18,9,False,On,0,Close,Left,word
11967,11967,participant_46,3,6,7,447,posture,Left_Close_180_Below,1567738444119,1567738445264,1567738445264,1177,1390,2567,20,6,False,Below,0,Close,Left,click
11969,11969,participant_46,3,6,8,449,posture,Left_Close_180_Beside,1567738446682,1567738447796,1567738447796,1142,1456,2598,20,0,False,Beside,0,Close,Left,click
11971,11971,participant_46,3,6,9,451,posture,Left_Open_0_On,1567738451353,1567738452495,1567738452495,3243,1289,4532,20,7,False,On,180,Open,Left,word
11973,11973,participant_46,3,6,10,453,posture,Left_Open_0_Below,1567738455150,1567738458163,1567738458163,4379,1522,5901,20,8,False,Below,180,Open,Left,word
11975,11975,participant_46,3,6,11,455,posture,Left_Open_0_Beside,1567738459717,1567738461062,1567738461062,1377,1422,2799,23,4,False,Beside,180,Open,Left,click
11977,11977,participant_46,3,6,12,457,posture,Left_Open_90_On,1567738464216,1567738465161,1567738465161,2677,1390,4067,21,2,False,On,90,Open,Left,word
11979,11979,participant_46,3,6,13,459,posture,Left_Open_90_Below,1567738466586,1567738467566,1567738467566,1015,1452,2467,21,4,False,Below,90,Open,Left,click
11981,11981,participant_46,3,6,14,461,posture,Left_Open_90_Beside,1567738470487,1567738471535,1567738471535,2517,1816,4333,23,4,False,Beside,90,Open,Left,word
11983,11983,participant_46,3,6,15,463,posture,Left_Open_180_On,1567738473385,1567738474499,1567738474499,1148,1326,2474,27,0,False,On,0,Open,Left,click
11985,11985,participant_46,3,6,16,465,posture,Left_Open_180_Below,1567738477785,1567738478901,1567738478901,3076,1354,4430,19,5,False,Below,0,Open,Left,word
11987,11987,participant_46,3,6,17,467,posture,Left_Open_180_Beside,1567738481955,1567738483301,1567738483301,3046,1720,4766,23,9,False,Beside,0,Open,Left,word
11989,11989,participant_46,3,6,18,469,posture,Right_Close_0_On,1567738485053,1567738487198,1567738487198,2177,1358,3535,30,4,False,On,180,Close,Right,click
11991,11991,participant_46,3,6,19,471,posture,Right_Close_0_Below,1567738488588,1567738489731,1567738489731,1175,1190,2365,29,0,False,Below,180,Close,Right,click
11993,11993,participant_46,3,6,20,473,posture,Right_Close_0_Beside,1567738492452,1567738493833,1567738493833,2912,1624,4536,24,3,False,Beside,180,Close,Right,word
11995,11995,participant_46,3,6,21,475,posture,Right_Close_90_On,1567738495488,1567738496632,1567738496632,1175,1159,2334,30,0,False,On,90,Close,Right,click
11997,11997,participant_46,3,6,22,477,posture,Right_Close_90_Below,1567738498854,1567738501434,1567738501434,3643,2390,6033,24,7,False,Below,90,Close,Right,word
11999,11999,participant_46,3,6,23,479,posture,Right_Close_90_Beside,1567738503856,1567738504931,1567738504931,1107,1491,2598,23,4,False,Beside,90,Close,Right,click
12001,12001,participant_46,3,6,24,481,posture,Right_Close_180_On,1567738506455,1567738507598,1567738507598,1176,1025,2201,24,4,False,On,0,Close,Right,click
12003,12003,participant_46,3,6,25,483,posture,Right_Close_180_Below,1567738508654,1567738509865,1567738509865,1242,1693,2935,13,0,False,Below,0,Close,Right,click
12005,12005,participant_46,3,6,26,485,posture,Right_Close_180_Beside,1567738513488,1567738514703,1567738514703,3145,1619,4764,15,14,False,Beside,0,Close,Right,word
12007,12007,participant_46,3,6,27,487,posture,Right_Open_0_On,1567738516354,1567738517504,1567738517504,1182,1285,2467,27,0,False,On,180,Open,Right,click
12009,12009,participant_46,3,6,28,489,posture,Right_Open_0_Below,1567738519987,1567738521266,1567738521266,2477,1223,3700,34,0,False,Below,180,Open,Right,word
12011,12011,participant_46,3,6,29,491,posture,Right_Open_0_Beside,1567738523820,1567738524867,1567738524867,2378,1758,4136,27,3,False,Beside,180,Open,Right,word
12013,12013,participant_46,3,6,30,493,posture,Right_Open_90_On,1567738526657,1567738528068,1567738528068,1443,1458,2901,25,3,False,On,90,Open,Right,click
12015,12015,participant_46,3,6,31,495,posture,Right_Open_90_Below,1567738530425,1567738531402,1567738531402,1876,1523,3399,19,8,False,Below,90,Open,Right,word
12017,12017,participant_46,3,6,32,497,posture,Right_Open_90_Beside,1567738533625,1567738534698,1567738534698,1773,1590,3363,24,4,False,Beside,90,Open,Right,word
12019,12019,participant_46,3,6,33,499,posture,Right_Open_180_On,1567738536325,1567738537537,1567738537537,1249,1756,3005,15,16,False,On,0,Open,Right,click
12023,12023,participant_46,3,6,35,503,posture,Right_Open_180_Beside,1567738547760,1567738549400,1567738549400,1674,0,1674,25,5,False,Beside,0,Open,Right,click
12097,12097,participant_46,4,8,0,577,posture,Left_Close_0_On,1567738724330,1567738726811,1567738726811,2513,1487,4000,26,4,False,On,180,Close,Left,click
12099,12099,participant_46,4,8,1,579,posture,Left_Close_0_Below,1567738730796,1567738731913,1567738731913,3615,1418,5033,31,0,False,Below,180,Close,Left,word
12101,12101,participant_46,4,8,2,581,posture,Left_Close_0_Beside,1567738733365,1567738734411,1567738734411,1080,1251,2331,28,0,False,Beside,180,Close,Left,click
12103,12103,participant_46,4,8,3,583,posture,Left_Close_90_On,1567738736595,1567738737743,1567738737743,2081,1420,3501,24,4,False,On,90,Close,Left,word
12105,12105,participant_46,4,8,4,585,posture,Left_Close_90_Below,1567738741567,1567738742411,1567738742411,3248,1454,4702,24,0,False,Below,90,Close,Left,word
12107,12107,participant_46,4,8,5,587,posture,Left_Close_90_Beside,1567738743899,1567738744008,1567738744008,143,2456,2599,2,0,False,Beside,90,Close,Left,click
12109,12109,participant_46,4,8,6,589,posture,Left_Close_180_On,1567738748098,1567738749344,1567738749344,2880,1953,4833,28,3,False,On,0,Close,Left,word
12111,12111,participant_46,4,8,7,591,posture,Left_Close_180_Below,1567738751329,1567738752273,1567738752273,976,1224,2200,20,6,False,Below,0,Close,Left,click
12113,12113,participant_46,4,8,8,593,posture,Left_Close_180_Beside,1567738753528,1567738754509,1567738754509,1012,1523,2535,25,4,False,Beside,0,Close,Left,click
12115,12115,participant_46,4,8,9,595,posture,Left_Open_0_On,1567738758431,1567738759607,1567738759607,3575,1389,4964,25,5,False,On,180,Open,Left,word
12117,12117,participant_46,4,8,10,597,posture,Left_Open_0_Below,1567738762463,1567738763842,1567738763842,2846,1892,4738,25,7,False,Below,180,Open,Left,word
12119,12119,participant_46,4,8,11,599,posture,Left_Open_0_Beside,1567738765763,1567738766908,1567738766908,1174,1289,2463,23,4,False,Beside,180,Open,Left,click
12121,12121,participant_46,4,8,12,601,posture,Left_Open_90_On,1567738770198,1567738771175,1567738771175,2978,1624,4602,24,0,False,On,90,Open,Left,word
12123,12123,participant_46,4,8,13,603,posture,Left_Open_90_Below,1567738772833,1567738772833,1567738772833,34,1334,1368,0,0,False,Below,90,Open,Left,click
12125,12125,participant_46,4,8,14,605,posture,Left_Open_90_Beside,1567738776767,1567738777808,1567738777808,3641,1626,5267,23,4,False,Beside,90,Open,Left,word
12127,12127,participant_46,4,8,15,607,posture,Left_Open_180_On,1567738779464,1567738780475,1567738780475,1041,1389,2430,15,14,False,On,0,Open,Left,click
12129,12129,participant_46,4,8,16,609,posture,Left_Open_180_Below,1567738783998,1567738785177,1567738785177,3313,1290,4603,19,6,False,Below,0,Open,Left,word
12131,12131,participant_46,4,8,17,611,posture,Left_Open_180_Beside,1567738788133,1567738789713,1567738789713,3246,1787,5033,20,12,False,Beside,0,Open,Left,word
12133,12133,participant_46,4,8,18,613,posture,Right_Close_0_On,1567738791533,1567738794414,1567738794414,2914,1420,4334,31,0,False,On,180,Close,Right,click
12135,12135,participant_46,4,8,19,615,posture,Right_Close_0_Below,1567738795865,1567738796915,1567738796915,1081,1116,2197,29,0,False,Below,180,Close,Right,click
12137,12137,participant_46,4,8,20,617,posture,Right_Close_0_Beside,1567738800231,1567738801410,1567738801410,3379,1358,4737,20,8,False,Beside,180,Close,Right,word
12139,12139,participant_46,4,8,21,619,posture,Right_Close_90_On,1567738802800,1567738804042,1567738804042,1274,1292,2566,26,4,False,On,90,Close,Right,click
12141,12141,participant_46,4,8,22,621,posture,Right_Close_90_Below,1567738807164,1567738808078,1567738808078,2744,1186,3930,16,12,False,Below,90,Close,Right,word
12143,12143,participant_46,4,8,23,623,posture,Right_Close_90_Beside,1567738809297,1567738810311,1567738810311,1047,1524,2571,23,4,False,Beside,90,Close,Right,click
12145,12145,participant_46,4,8,24,625,posture,Right_Close_180_On,1567738811869,1567738813114,1567738813114,1279,1887,3166,25,7,False,On,0,Close,Right,click
