,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Reference_Task
4686,participant_36,2,5,3,366,word,twice,1567545143027,1567545145029,1567545143061,98,3438,3536,0,0,False,NA,NA,NA,NA,NA
4687,participant_36,2,5,3,367,shortcut,X,1567545145059,1567545146499,1567545146499,3438,64,3502,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4688,participant_36,2,5,4,368,word,ought,1567545146563,1567545152593,1567545146563,64,8897,8961,0,0,True,NA,NA,NA,NA,NA
4689,participant_36,2,5,4,369,shortcut,A,1567545152593,1567545155460,1567545155460,8897,1437,10334,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4690,participant_36,2,5,5,370,click,click me,1567545155529,1567545156897,1567545156897,1437,1268,2705,0,0,False,NA,NA,NA,NA,NA
4691,participant_36,2,5,5,371,shortcut,up,1567545156926,1567545158165,1567545158165,1268,99,1367,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4692,participant_36,2,5,6,372,word,after,1567545158225,1567545159863,1567545158264,99,2965,3064,0,0,False,NA,NA,NA,NA,NA
4693,participant_36,2,5,6,373,shortcut,I,1567545159892,1567545161229,1567545161229,2965,1865,4830,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4694,participant_36,2,5,7,374,click,click me,1567545161297,1567545163094,1567545163094,1865,1067,2932,0,0,False,NA,NA,NA,NA,NA
4695,participant_36,2,5,7,375,shortcut,Y,1567545163131,1567545164161,1567545164161,1067,967,2034,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4696,participant_36,2,5,8,376,click,click me,1567545164230,1567545165128,1567545165128,967,2870,3837,0,0,False,NA,NA,NA,NA,NA
4697,participant_36,2,5,8,377,shortcut,S,1567545165160,1567545167998,1567545167998,2870,95,2965,0,1,False,shortcut,shortcut,shortcut,shortcut,click
4698,participant_36,2,5,9,378,word,Board,1567545168063,1567545170164,1567545168093,95,3969,4064,0,0,False,NA,NA,NA,NA,NA
4699,participant_36,2,5,9,379,shortcut,L,1567545170197,1567545172062,1567545172062,3969,66,4035,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4700,participant_36,2,5,10,380,word,balls,1567545172128,1567545173731,1567545172128,66,3600,3666,0,0,False,NA,NA,NA,NA,NA
4701,participant_36,2,5,10,381,shortcut,C,1567545173762,1567545175728,1567545175728,3600,1501,5101,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4702,participant_36,2,5,11,382,click,click me,1567545175797,1567545177229,1567545177229,1501,1265,2766,0,0,False,NA,NA,NA,NA,NA
4703,participant_36,2,5,11,383,shortcut,F,1567545177265,1567545178494,1567545178494,1265,103,1368,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4704,participant_36,2,5,12,384,word,caved,1567545178562,1567545180596,1567545178597,103,3133,3236,0,0,False,NA,NA,NA,NA,NA
4705,participant_36,2,5,12,385,shortcut,J,1567545180631,1567545181730,1567545181730,3133,1832,4965,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4706,participant_36,2,5,13,386,click,click me,1567545181797,1567545183562,1567545183562,1832,2668,4500,0,0,False,NA,NA,NA,NA,NA
4707,participant_36,2,5,13,387,shortcut,I,1567545183596,1567545186230,1567545186230,2668,200,2868,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4708,participant_36,2,5,14,388,word,liked,1567545186296,1567545189199,1567545186430,200,4632,4832,0,0,False,NA,NA,NA,NA,NA
4709,participant_36,2,5,14,389,shortcut,L,1567545189231,1567545191062,1567545191062,4632,1672,6304,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4710,participant_36,2,5,15,390,click,click me,1567545191129,1567545192734,1567545192734,1672,1231,2903,0,0,False,NA,NA,NA,NA,NA
4711,participant_36,2,5,15,391,shortcut,K,1567545192762,1567545193965,1567545193965,1231,132,1363,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4712,participant_36,2,5,16,392,word,clung,1567545194028,1567545195664,1567545194097,132,3432,3564,0,0,False,NA,NA,NA,NA,NA
4713,participant_36,2,5,16,393,shortcut,Y,1567545195697,1567545197529,1567545197529,3432,68,3500,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4714,participant_36,2,5,17,394,word,don't,1567545197597,1567545199366,1567545197597,68,3869,3937,0,0,False,NA,NA,NA,NA,NA
4715,participant_36,2,5,17,395,shortcut,F,1567545199398,1567545201466,1567545201466,3869,967,4836,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4716,participant_36,2,5,18,396,click,click me,1567545201527,1567545202433,1567545202433,967,1098,2065,0,0,False,NA,NA,NA,NA,NA
4717,participant_36,2,5,18,397,shortcut,L,1567545202462,1567545203531,1567545203531,1098,2035,3133,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4718,participant_36,2,5,19,398,click,click me,1567545203597,1567545205566,1567545205566,2035,1399,3434,0,0,False,NA,NA,NA,NA,NA
4719,participant_36,2,5,19,399,shortcut,C,1567545205597,1567545206965,1567545206965,1399,98,1497,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4720,participant_36,2,5,20,400,word,nymph,1567545207028,1567545208866,1567545207063,98,3736,3834,0,0,False,NA,NA,NA,NA,NA
4721,participant_36,2,5,20,401,shortcut,X,1567545208899,1567545210799,1567545210799,3736,1633,5369,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4722,participant_36,2,5,21,402,click,click me,1567545210861,1567545212432,1567545212432,1633,1334,2967,0,0,False,NA,NA,NA,NA,NA
4723,participant_36,2,5,21,403,shortcut,P,1567545212463,1567545213766,1567545213766,1334,100,1434,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4724,participant_36,2,5,22,404,word,cluck,1567545213831,1567545215266,1567545213866,100,3699,3799,0,0,False,NA,NA,NA,NA,NA
4725,participant_36,2,5,22,405,shortcut,F,1567545215297,1567545217565,1567545217565,3699,1497,5196,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4726,participant_36,2,5,23,406,click,click me,1567545217631,1567545219062,1567545219062,1497,1434,2931,0,0,False,NA,NA,NA,NA,NA
4727,participant_36,2,5,23,407,shortcut,G,1567545219098,1567545220496,1567545220496,1434,1969,3403,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4728,participant_36,2,5,24,408,click,click me,1567545220565,1567545222465,1567545222465,1969,1965,3934,0,0,False,NA,NA,NA,NA,NA
4729,participant_36,2,5,24,409,shortcut,V,1567545222498,1567545224430,1567545224430,1965,1669,3634,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4730,participant_36,2,5,25,410,click,click me,1567545224500,1567545226099,1567545226099,1669,1933,3602,0,0,False,NA,NA,NA,NA,NA
4731,participant_36,2,5,25,411,shortcut,B,1567545226130,1567545228032,1567545228032,1933,100,2033,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4732,participant_36,2,5,26,412,word,fully,1567545228100,1567545229832,1567545228132,100,3569,3669,0,0,False,NA,NA,NA,NA,NA
4733,participant_36,2,5,26,413,shortcut,up,1567545229866,1567545231701,1567545231701,3569,1201,4770,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4734,participant_36,2,5,27,414,click,click me,1567545231766,1567545232902,1567545232902,1201,1331,2532,0,0,False,NA,NA,NA,NA,NA
4735,participant_36,2,5,27,415,shortcut,N,1567545232931,1567545234233,1567545234233,1331,97,1428,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4736,participant_36,2,5,28,416,word,index,1567545234300,1567545236000,1567545234330,97,3803,3900,0,0,False,NA,NA,NA,NA,NA
4737,participant_36,2,5,28,417,shortcut,left,1567545236032,1567545238133,1567545238133,3803,97,3900,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4738,participant_36,2,5,29,418,word,groom,1567545238196,1567545239963,1567545238230,97,3000,3097,0,0,False,NA,NA,NA,NA,NA
4739,participant_36,2,5,29,419,shortcut,M,1567545239995,1567545241230,1567545241230,3000,1169,4169,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4740,participant_36,2,5,30,420,click,click me,1567545241301,1567545242399,1567545242399,1169,1201,2370,0,0,False,NA,NA,NA,NA,NA
4741,participant_36,2,5,30,421,shortcut,C,1567545242434,1567545243600,1567545243600,1201,67,1268,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4742,participant_36,2,5,31,422,word,pilot,1567545243666,1567545245364,1567545243667,67,3332,3399,0,0,False,NA,NA,NA,NA,NA
4743,participant_36,2,5,31,423,shortcut,C,1567545245399,1567545246999,1567545246999,3332,68,3400,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4744,participant_36,2,5,32,424,word,brave,1567545247067,1567545248568,1567545247067,68,4599,4667,0,0,False,NA,NA,NA,NA,NA
4745,participant_36,2,5,32,425,shortcut,U,1567545248596,1567545251666,1567545251666,4599,2034,6633,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4746,participant_36,2,5,33,426,click,click me,1567545251731,1567545253700,1567545253700,2034,1334,3368,0,0,False,NA,NA,NA,NA,NA
4747,participant_36,2,5,33,427,shortcut,T,1567545253732,1567545255034,1567545255034,1334,96,1430,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4748,participant_36,2,5,34,428,word,holes,1567545255097,1567545256801,1567545255130,96,3601,3697,0,0,False,NA,NA,NA,NA,NA
4749,participant_36,2,5,34,429,shortcut,J,1567545256833,1567545258731,1567545258731,3601,1670,5271,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4750,participant_36,2,5,35,430,click,click me,1567545258798,1567545260401,1567545260401,1670,1230,2900,0,0,False,NA,NA,NA,NA,NA
4751,participant_36,2,5,35,431,shortcut,C,1567545260431,1567545261631,1567545261631,1230,0,1230,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4752,participant_36,3,6,0,432,click,click me,1567545299031,1567545300269,1567545300269,0,1046,1046,0,0,False,NA,NA,NA,NA,NA
4753,participant_36,3,6,0,433,posture,Left_Close_0_On,1567545300300,1567545301315,1567545301315,1046,986,2032,26,4,False,On,180,Close,Left,click
4754,participant_36,3,6,1,434,word,beset,1567545301332,1567545303035,1567545302301,986,1675,2661,0,0,False,NA,NA,NA,NA,NA
4755,participant_36,3,6,1,435,posture,Left_Close_0_Below,1567545303065,1567545303976,1567545303976,1675,1360,3035,19,8,False,Below,180,Close,Left,word
4756,participant_36,3,6,2,436,click,click me,1567545304002,1567545305336,1567545305336,1360,1175,2535,0,0,False,NA,NA,NA,NA,NA
4757,participant_36,3,6,2,437,posture,Left_Close_0_Beside,1567545305368,1567545306511,1567545306511,1175,1156,2331,28,0,False,Beside,180,Close,Left,click
4758,participant_36,3,6,3,438,word,Fifth,1567545306532,1567545308534,1567545307667,1156,1977,3133,0,0,False,NA,NA,NA,NA,NA
4759,participant_36,3,6,3,439,posture,Left_Close_90_On,1567545308570,1567545309644,1567545309644,1977,922,2899,15,0,False,On,90,Close,Left,word
4760,participant_36,3,6,4,440,word,shock,1567545309665,1567545311435,1567545310566,922,1947,2869,0,0,False,NA,NA,NA,NA,NA
4761,participant_36,3,6,4,441,posture,Left_Close_90_Below,1567545311469,1567545312513,1567545312513,1947,1054,3001,20,2,False,Below,90,Close,Left,word
4762,participant_36,3,6,5,442,click,click me,1567545312532,1567545313567,1567545313567,1054,2513,3567,0,0,False,NA,NA,NA,NA,NA
4763,participant_36,3,6,5,443,posture,Left_Close_90_Beside,1567545313598,1567545316080,1567545316080,2513,1352,3865,34,0,False,Beside,90,Close,Left,click
4764,participant_36,3,6,6,444,word,tight,1567545316102,1567545318069,1567545317432,1352,1879,3231,0,0,False,NA,NA,NA,NA,NA
4765,participant_36,3,6,6,445,posture,Left_Close_180_On,1567545318103,1567545319311,1567545319311,1879,1391,3270,22,10,False,On,0,Close,Left,word
4766,participant_36,3,6,7,446,click,click me,1567545319333,1567545320702,1567545320702,1391,876,2267,0,0,False,NA,NA,NA,NA,NA
4767,participant_36,3,6,7,447,posture,Left_Close_180_Below,1567545320734,1567545321578,1567545321578,876,1021,1897,20,6,False,Below,0,Close,Left,click
4768,participant_36,3,6,8,448,click,click me,1567545321600,1567545322599,1567545322599,1021,1083,2104,0,0,False,NA,NA,NA,NA,NA
4769,participant_36,3,6,8,449,posture,Left_Close_180_Beside,1567545322636,1567545323682,1567545323682,1083,989,2072,30,0,False,Beside,0,Close,Left,click
4770,participant_36,3,6,9,450,word,civic,1567545323701,1567545326103,1567545324671,989,2440,3429,0,0,False,NA,NA,NA,NA,NA
4771,participant_36,3,6,9,451,posture,Left_Open_0_On,1567545326137,1567545327111,1567545327111,2440,956,3396,26,0,False,On,180,Open,Left,word
4772,participant_36,3,6,10,452,word,honor,1567545327134,1567545328838,1567545328067,956,1711,2667,0,0,False,NA,NA,NA,NA,NA
4773,participant_36,3,6,10,453,posture,Left_Open_0_Below,1567545328870,1567545329778,1567545329778,1711,1658,3369,26,0,False,Below,180,Open,Left,word
4774,participant_36,3,6,11,454,click,click me,1567545329803,1567545331436,1567545331436,1658,1010,2668,0,0,False,NA,NA,NA,NA,NA
4775,participant_36,3,6,11,455,posture,Left_Open_0_Beside,1567545331465,1567545332446,1567545332446,1010,1025,2035,23,0,False,Beside,180,Open,Left,click
4776,participant_36,3,6,12,456,word,irons,1567545332469,1567545334136,1567545333471,1025,1507,2532,0,0,False,NA,NA,NA,NA,NA
4777,participant_36,3,6,12,457,posture,Left_Open_90_On,1567545334169,1567545334978,1567545334978,1507,1291,2798,18,4,False,On,90,Open,Left,word
4778,participant_36,3,6,13,458,click,click me,1567545335000,1567545336269,1567545336269,1291,1079,2370,0,0,False,NA,NA,NA,NA,NA
4779,participant_36,3,6,13,459,posture,Left_Open_90_Below,1567545336303,1567545337348,1567545337348,1079,988,2067,21,4,False,Below,90,Open,Left,click
4780,participant_36,3,6,14,460,word,cream,1567545337366,1567545339400,1567545338336,988,2382,3370,0,0,False,NA,NA,NA,NA,NA
4781,participant_36,3,6,14,461,posture,Left_Open_90_Beside,1567545339435,1567545340718,1567545340718,2382,1252,3634,28,0,False,Beside,90,Open,Left,word
4782,participant_36,3,6,15,462,click,click me,1567545340733,1567545341970,1567545341970,1252,1014,2266,0,0,False,NA,NA,NA,NA,NA
4783,participant_36,3,6,15,463,posture,Left_Open_180_On,1567545342001,1567545342984,1567545342984,1014,188,1202,27,0,False,On,0,Open,Left,click
4784,participant_36,3,6,16,464,word,stump,1567545343003,1567545349005,1567545343172,188,7011,7199,0,0,True,NA,NA,NA,NA,NA
4785,participant_36,3,6,16,465,posture,Left_Open_180_Below,1567545349005,1567545350183,1567545350183,7011,1156,8167,19,6,False,Below,0,Open,Left,word
4786,participant_36,3,6,17,466,word,Young,1567545350203,1567545352105,1567545351339,1156,1942,3098,0,0,False,NA,NA,NA,NA,NA
4787,participant_36,3,6,17,467,posture,Left_Open_180_Beside,1567545352138,1567545353281,1567545353281,1942,1488,3430,15,4,False,Beside,0,Open,Left,word
4788,participant_36,3,6,18,468,click,click me,1567545353303,1567545354769,1567545354769,1488,1345,2833,0,0,False,NA,NA,NA,NA,NA
4789,participant_36,3,6,18,469,posture,Right_Close_0_On,1567545354804,1567545356114,1567545356114,1345,1222,2567,20,11,False,On,180,Close,Right,click
4790,participant_36,3,6,19,470,click,click me,1567545356135,1567545357336,1567545357336,1222,1343,2565,0,0,False,NA,NA,NA,NA,NA
4791,participant_36,3,6,19,471,posture,Right_Close_0_Below,1567545357372,1567545358679,1567545358679,1343,1093,2436,30,0,False,Below,180,Close,Right,click
4792,participant_36,3,6,20,472,word,poked,1567545358704,1567545360506,1567545359772,1093,2007,3100,0,0,False,NA,NA,NA,NA,NA
4793,participant_36,3,6,20,473,posture,Right_Close_0_Beside,1567545360539,1567545361779,1567545361779,2007,1227,3234,24,3,False,Beside,180,Close,Right,word
4794,participant_36,3,6,21,474,click,click me,1567545361803,1567545363006,1567545363006,1227,1048,2275,0,0,False,NA,NA,NA,NA,NA
4795,participant_36,3,6,21,475,posture,Right_Close_90_On,1567545363035,1567545364054,1567545364054,1048,115,1163,26,4,False,On,90,Close,Right,click
4796,participant_36,3,6,22,476,word,Wised,1567545364068,1567545366003,1567545364169,115,5412,5527,0,0,False,NA,NA,NA,NA,NA
4797,participant_36,3,6,22,477,posture,Right_Close_90_Below,1567545366040,1567545369581,1567545369581,5412,1958,7370,16,12,False,Below,90,Close,Right,word
4798,participant_36,3,6,23,478,click,click me,1567545369604,1567545371539,1567545371539,1958,1243,3201,0,0,False,NA,NA,NA,NA,NA
4799,participant_36,3,6,23,479,posture,Right_Close_90_Beside,1567545371570,1567545372782,1567545372782,1243,1524,2767,23,4,False,Beside,90,Close,Right,click
4800,participant_36,3,6,24,480,click,click me,1567545372804,1567545374306,1567545374306,1524,974,2498,0,0,False,NA,NA,NA,NA,NA
4801,participant_36,3,6,24,481,posture,Right_Close_180_On,1567545374339,1567545375280,1567545375280,974,1326,2300,24,0,False,On,0,Close,Right,click
4802,participant_36,3,6,25,482,click,click me,1567545375306,1567545376606,1567545376606,1326,1112,2438,0,0,False,NA,NA,NA,NA,NA
4803,participant_36,3,6,25,483,posture,Right_Close_180_Below,1567545376637,1567545377718,1567545377718,1112,1088,2200,21,1,False,Below,0,Close,Right,click
4804,participant_36,3,6,26,484,word,paced,1567545377736,1567545379535,1567545378806,1088,1843,2931,0,0,False,NA,NA,NA,NA,NA
4805,participant_36,3,6,26,485,posture,Right_Close_180_Beside,1567545379571,1567545380649,1567545380649,1843,1521,3364,15,13,False,Beside,0,Close,Right,word
4806,participant_36,3,6,27,486,click,click me,1567545380669,1567545382170,1567545382170,1521,1309,2830,0,0,False,NA,NA,NA,NA,NA
4807,participant_36,3,6,27,487,posture,Right_Open_0_On,1567545382205,1567545383479,1567545383479,1309,1161,2470,27,0,False,On,180,Open,Right,click
4808,participant_36,3,6,28,488,word,rites,1567545383506,1567545385273,1567545384640,1161,1641,2802,0,0,False,NA,NA,NA,NA,NA
4809,participant_36,3,6,28,489,posture,Right_Open_0_Below,1567545385305,1567545386281,1567545386281,1641,1026,2667,29,0,False,Below,180,Open,Right,word
4810,participant_36,3,6,29,490,word,first,1567545386304,1567545387870,1567545387307,1026,1511,2537,0,0,False,NA,NA,NA,NA,NA
4811,participant_36,3,6,29,491,posture,Right_Open_0_Beside,1567545387906,1567545388818,1567545388818,1511,1222,2733,26,0,False,Beside,180,Open,Right,word
4812,participant_36,3,6,30,492,click,click me,1567545388835,1567545390040,1567545390040,1222,941,2163,0,0,False,NA,NA,NA,NA,NA
4813,participant_36,3,6,30,493,posture,Right_Open_90_On,1567545390073,1567545390981,1567545390981,941,926,1867,25,3,False,On,90,Open,Right,click
4814,participant_36,3,6,31,494,word,who's,1567545391005,1567545393271,1567545391907,926,2408,3334,0,0,False,NA,NA,NA,NA,NA
4815,participant_36,3,6,31,495,posture,Right_Open_90_Below,1567545393305,1567545394315,1567545394315,2408,858,3266,17,6,False,Below,90,Open,Right,word
4816,participant_36,3,6,32,496,word,lower,1567545394337,1567545395874,1567545395173,858,1545,2403,0,0,False,NA,NA,NA,NA,NA
4817,participant_36,3,6,32,497,posture,Right_Open_90_Beside,1567545395906,1567545396718,1567545396718,1545,1452,2997,20,4,False,Beside,90,Open,Right,word
4818,participant_36,3,6,33,498,click,click me,1567545396735,1567545398170,1567545398170,1452,1046,2498,0,0,False,NA,NA,NA,NA,NA
4819,participant_36,3,6,33,499,posture,Right_Open_180_On,1567545398206,1567545399216,1567545399216,1046,956,2002,25,4,False,On,0,Open,Right,click
4820,participant_36,3,6,34,500,word,sayin,1567545399239,1567545404774,1567545400172,956,8813,9769,0,0,False,NA,NA,NA,NA,NA
4821,participant_36,3,6,34,501,posture,Right_Open_180_Below,1567545404802,1567545408985,1567545408985,8813,1755,10568,23,9,False,Below,0,Open,Right,word
4822,participant_36,3,6,35,502,click,click me,1567545409005,1567545410740,1567545410740,1755,1443,3198,0,0,False,NA,NA,NA,NA,NA
4823,participant_36,3,6,35,503,posture,Right_Open_180_Beside,1567545410773,1567545412183,1567545412183,1443,0,1443,17,16,False,Beside,0,Open,Right,click
4824,participant_36,3,7,0,504,click,click me,1567545420006,1567545421173,1567545421173,0,1234,1234,0,0,False,NA,NA,NA,NA,NA
4825,participant_36,3,7,0,505,shortcut,V,1567545421205,1567545422407,1567545422407,1234,67,1301,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4826,participant_36,3,7,1,506,word,china,1567545422474,1567545424375,1567545422474,67,3032,3099,0,0,False,NA,NA,NA,NA,NA
4827,participant_36,3,7,1,507,shortcut,M,1567545424406,1567545425506,1567545425506,3032,1636,4668,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4828,participant_36,3,7,2,508,click,click me,1567545425573,1567545427142,1567545427142,1636,1532,3168,0,0,False,NA,NA,NA,NA,NA
4829,participant_36,3,7,2,509,shortcut,V,1567545427171,1567545428674,1567545428674,1532,65,1597,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4830,participant_36,3,7,3,510,word,Cheap,1567545428739,1567545430606,1567545428739,65,3367,3432,0,0,False,NA,NA,NA,NA,NA
4831,participant_36,3,7,3,511,shortcut,R,1567545430639,1567545432106,1567545432106,3367,67,3434,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4832,participant_36,3,7,4,512,word,woman,1567545432172,1567545433706,1567545432173,67,2933,3000,0,0,False,NA,NA,NA,NA,NA
4833,participant_36,3,7,4,513,shortcut,M,1567545433739,1567545435106,1567545435106,2933,1535,4468,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4834,participant_36,3,7,5,514,click,click me,1567545435174,1567545436641,1567545436641,1535,1799,3334,0,0,False,NA,NA,NA,NA,NA
4835,participant_36,3,7,5,515,shortcut,G,1567545436672,1567545438440,1567545438440,1799,102,1901,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4836,participant_36,3,7,6,516,word,belly,1567545438507,1567545440074,1567545438542,102,2964,3066,0,0,False,NA,NA,NA,NA,NA
4837,participant_36,3,7,6,517,shortcut,U,1567545440106,1567545441506,1567545441506,2964,1770,4734,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4838,participant_36,3,7,7,518,click,click me,1567545441575,1567545443276,1567545443276,1770,1631,3401,0,0,False,NA,NA,NA,NA,NA
4839,participant_36,3,7,7,519,shortcut,L,1567545443305,1567545444907,1567545444907,1631,1333,2964,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4840,participant_36,3,7,8,520,click,click me,1567545444973,1567545446240,1567545446240,1333,1401,2734,0,0,False,NA,NA,NA,NA,NA
4841,participant_36,3,7,8,521,shortcut,V,1567545446274,1567545447641,1567545447641,1401,65,1466,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4842,participant_36,3,7,9,522,word,flung,1567545447706,1567545451506,1567545447706,65,6301,6366,0,0,False,NA,NA,NA,NA,NA
4843,participant_36,3,7,9,523,shortcut,P,1567545451540,1567545454007,1567545454007,6301,100,6401,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4844,participant_36,3,7,10,524,word,David,1567545454073,1567545455940,1567545454107,100,4069,4169,0,0,False,NA,NA,NA,NA,NA
4845,participant_36,3,7,10,525,shortcut,A,1567545455971,1567545458176,1567545458176,4069,2463,6532,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4846,participant_36,3,7,11,526,click,click me,1567545458240,1567545460639,1567545460639,2463,1702,4165,0,0,False,NA,NA,NA,NA,NA
4847,participant_36,3,7,11,527,shortcut,F,1567545460675,1567545462341,1567545462341,1702,99,1801,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4848,participant_36,3,7,12,528,word,prize,1567545462406,1567545465006,1567545462440,99,6267,6366,0,0,False,NA,NA,NA,NA,NA
4849,participant_36,3,7,12,529,shortcut,E,1567545465039,1567545468707,1567545468707,6267,1765,8032,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4850,participant_36,3,7,13,530,click,click me,1567545468775,1567545470472,1567545470472,1765,1704,3469,0,0,False,NA,NA,NA,NA,NA
4851,participant_36,3,7,13,531,shortcut,V,1567545470510,1567545472176,1567545472176,1704,99,1803,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4852,participant_36,3,7,14,532,word,Yehhh,1567545472238,1567545474276,1567545472275,99,3565,3664,0,0,False,NA,NA,NA,NA,NA
4853,participant_36,3,7,14,533,shortcut,A,1567545474307,1567545475840,1567545475840,3565,1736,5301,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4854,participant_36,3,7,15,534,click,click me,1567545475908,1567545477576,1567545477576,1736,1365,3101,0,0,False,NA,NA,NA,NA,NA
4855,participant_36,3,7,15,535,shortcut,O,1567545477606,1567545478941,1567545478941,1365,68,1433,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4856,participant_36,3,7,16,536,word,Swiss,1567545479009,1567545480907,1567545479009,68,3768,3836,0,0,False,NA,NA,NA,NA,NA
4857,participant_36,3,7,16,537,shortcut,O,1567545480942,1567545482777,1567545482777,3768,130,3898,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4858,participant_36,3,7,17,538,word,She's,1567545482840,1567545485110,1567545482907,130,3599,3729,0,0,False,NA,NA,NA,NA,NA
4859,participant_36,3,7,17,539,shortcut,up,1567545485139,1567545486506,1567545486506,3599,1900,5499,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4860,participant_36,3,7,18,540,click,click me,1567545486572,1567545488406,1567545488406,1900,1801,3701,0,0,False,NA,NA,NA,NA,NA
4861,participant_36,3,7,18,541,shortcut,X,1567545488438,1567545490207,1567545490207,1801,1570,3371,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4862,participant_36,3,7,19,542,click,click me,1567545490275,1567545491777,1567545491777,1570,1834,3404,0,0,False,NA,NA,NA,NA,NA
4863,participant_36,3,7,19,543,shortcut,V,1567545491806,1567545493611,1567545493611,1834,100,1934,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4864,participant_36,3,7,20,544,word,Gogol,1567545493675,1567545496375,1567545493711,100,4534,4634,0,0,False,NA,NA,NA,NA,NA
4865,participant_36,3,7,20,545,shortcut,down,1567545496406,1567545498245,1567545498245,4534,1266,5800,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4866,participant_36,3,7,21,546,click,click me,1567545498311,1567545499511,1567545499511,1266,1499,2765,0,0,False,NA,NA,NA,NA,NA
4867,participant_36,3,7,21,547,shortcut,N,1567545499543,1567545501010,1567545501010,1499,101,1600,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4868,participant_36,3,7,22,548,word,folds,1567545501073,1567545503073,1567545501111,101,3496,3597,0,0,False,NA,NA,NA,NA,NA
4869,participant_36,3,7,22,549,shortcut,I,1567545503110,1567545504607,1567545504607,3496,1433,4929,0,0,False,shortcut,shortcut,shortcut,shortcut,word
4870,participant_36,3,7,23,550,click,click me,1567545504675,1567545506040,1567545506040,1433,1338,2771,0,0,False,NA,NA,NA,NA,NA
4871,participant_36,3,7,23,551,shortcut,X,1567545506077,1567545507378,1567545507378,1338,1532,2870,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4872,participant_36,3,7,24,552,click,click me,1567545507441,1567545508910,1567545508910,1532,1334,2866,0,0,False,NA,NA,NA,NA,NA
4873,participant_36,3,7,24,553,shortcut,up,1567545508943,1567545510244,1567545510244,1334,1666,3000,0,0,False,shortcut,shortcut,shortcut,shortcut,click
4874,participant_36,3,7,25,554,click,click me,1567545510306,1567545511910,1567545511910,1666,1969,3635,0,0,False,NA,NA,NA,NA,NA
4875,participant_36,3,7,25,555,shortcut,Y,1567545511940,1567545513879,1567545513879,1969,97,2066,0,0,False,shortcut,shortcut,shortcut,shortcut,click
