,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Reference_Task
8262,participant_43,2,4,27,342,click,click me,1567714425854,1567714426922,1567714426922,1087,1178,2265,0,0,False,NA,NA,NA,NA,NA
8263,participant_43,2,4,27,343,posture,Right_Open_0_On,1567714426956,1567714428100,1567714428100,1178,923,2101,15,0,False,On,180,Open,Right,click
8264,participant_43,2,4,28,344,word,lungs,1567714428121,1567714431055,1567714429023,923,3645,4568,0,0,False,NA,NA,NA,NA,NA
8265,participant_43,2,4,28,345,posture,Right_Open_0_Below,1567714431089,1567714432668,1567714432668,3645,987,4632,26,4,False,Below,180,Open,Right,word
8266,participant_43,2,4,29,346,word,Gonna,1567714432686,1567714434256,1567714433655,987,1943,2930,0,0,False,NA,NA,NA,NA,NA
8267,participant_43,2,4,29,347,posture,Right_Open_0_Beside,1567714434287,1567714435598,1567714435598,1943,1657,3600,14,12,False,Beside,180,Open,Right,word
8268,participant_43,2,4,30,348,click,click me,1567714435621,1567714437255,1567714437255,1657,1143,2800,0,0,False,NA,NA,NA,NA,NA
8269,participant_43,2,4,30,349,posture,Right_Open_90_On,1567714437286,1567714438398,1567714438398,1143,1022,2165,25,3,False,On,90,Open,Right,click
8270,participant_43,2,4,31,350,word,Board,1567714438421,1567714440156,1567714439420,1022,2049,3071,0,0,False,NA,NA,NA,NA,NA
8271,participant_43,2,4,31,351,posture,Right_Open_90_Below,1567714440191,1567714441469,1567714441469,2049,956,3005,17,6,False,Below,90,Open,Right,word
8272,participant_43,2,4,32,352,word,awoke,1567714441486,1567714443590,1567714442425,956,2475,3431,0,0,False,NA,NA,NA,NA,NA
8273,participant_43,2,4,32,353,posture,Right_Open_90_Beside,1567714443621,1567714444900,1567714444900,2475,1623,4098,27,4,False,Beside,90,Open,Right,word
8274,participant_43,2,4,33,354,click,click me,1567714444921,1567714446523,1567714446523,1623,1476,3099,0,0,False,NA,NA,NA,NA,NA
8275,participant_43,2,4,33,355,posture,Right_Open_180_On,1567714446557,1567714447999,1567714447999,1476,1191,2667,25,8,False,On,0,Open,Right,click
8276,participant_43,2,4,34,356,word,Pieta,1567714448021,1567714450124,1567714449190,1191,2678,3869,0,0,False,NA,NA,NA,NA,NA
8277,participant_43,2,4,34,357,posture,Right_Open_180_Below,1567714450158,1567714451868,1567714451868,2678,1420,4098,26,6,False,Below,0,Open,Right,word
8278,participant_43,2,4,35,358,click,click me,1567714451886,1567714453288,1567714453288,1420,1648,3068,0,0,False,NA,NA,NA,NA,NA
8279,participant_43,2,4,35,359,posture,Right_Open_180_Beside,1567714453321,1567714454936,1567714454936,1648,0,1648,23,8,False,Beside,0,Open,Right,click
8280,participant_43,2,5,0,360,click,click me,1567714459121,1567714460289,1567714460289,0,2167,2167,0,0,False,NA,NA,NA,NA,NA
8281,participant_43,2,5,0,361,shortcut,F,1567714460321,1567714462456,1567714462456,2167,65,2232,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8282,participant_43,2,5,1,362,word,locks,1567714462521,1567714464188,1567714462521,65,4136,4201,0,0,False,NA,NA,NA,NA,NA
8283,participant_43,2,5,1,363,shortcut,V,1567714464220,1567714466657,1567714466657,4136,1368,5504,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8284,participant_43,2,5,2,364,click,click me,1567714466721,1567714468025,1567714468025,1368,1464,2832,0,0,False,NA,NA,NA,NA,NA
8285,participant_43,2,5,2,365,shortcut,C,1567714468056,1567714469489,1567714469489,1464,133,1597,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8286,participant_43,2,5,3,366,word,broke,1567714469557,1567714472055,1567714469622,133,4767,4900,0,0,False,NA,NA,NA,NA,NA
8287,participant_43,2,5,3,367,shortcut,O,1567714472091,1567714474389,1567714474389,4767,67,4834,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8288,participant_43,2,5,4,368,word,beast,1567714474456,1567714476261,1567714474456,67,3299,3366,0,0,False,NA,NA,NA,NA,NA
8289,participant_43,2,5,4,369,shortcut,H,1567714476291,1567714477755,1567714477755,3299,1569,4868,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8290,participant_43,2,5,5,370,click,click me,1567714477823,1567714479324,1567714479324,1569,2635,4204,0,0,False,NA,NA,NA,NA,NA
8291,participant_43,2,5,5,371,shortcut,A,1567714479358,1567714481959,1567714481959,2635,197,2832,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8292,participant_43,2,5,6,372,word,misty,1567714482025,1567714483693,1567714482156,197,2970,3167,0,0,False,NA,NA,NA,NA,NA
8293,participant_43,2,5,6,373,shortcut,Y,1567714483725,1567714485126,1567714485126,2970,1533,4503,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8294,participant_43,2,5,7,374,click,click me,1567714485191,1567714486659,1567714486659,1533,2430,3963,0,0,False,NA,NA,NA,NA,NA
8295,participant_43,2,5,7,375,shortcut,S,1567714486689,1567714489089,1567714489089,2430,1300,3730,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8296,participant_43,2,5,8,376,click,click me,1567714489158,1567714490389,1567714490389,1300,2304,3604,0,0,False,NA,NA,NA,NA,NA
8297,participant_43,2,5,8,377,shortcut,G,1567714490423,1567714492693,1567714492693,2304,133,2437,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8298,participant_43,2,5,9,378,word,attic,1567714492758,1567714494659,1567714492826,133,3065,3198,0,0,False,NA,NA,NA,NA,NA
8299,participant_43,2,5,9,379,shortcut,M,1567714494692,1567714495891,1567714495891,3065,67,3132,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8300,participant_43,2,5,10,380,word,muddy,1567714495958,1567714497627,1567714495958,67,2934,3001,0,0,False,NA,NA,NA,NA,NA
8301,participant_43,2,5,10,381,shortcut,U,1567714497656,1567714498892,1567714498892,2934,1201,4135,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8302,participant_43,2,5,11,382,click,click me,1567714498959,1567714500093,1567714500093,1201,1300,2501,0,0,False,NA,NA,NA,NA,NA
8303,participant_43,2,5,11,383,shortcut,down,1567714500126,1567714501393,1567714501393,1300,98,1398,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8304,participant_43,2,5,12,384,word,Scout,1567714501460,1567714503093,1567714501491,98,2966,3064,0,0,False,NA,NA,NA,NA,NA
8305,participant_43,2,5,12,385,shortcut,O,1567714503126,1567714504457,1567714504457,2966,1637,4603,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8306,participant_43,2,5,13,386,click,click me,1567714504525,1567714506094,1567714506094,1637,1965,3602,0,0,False,NA,NA,NA,NA,NA
8307,participant_43,2,5,13,387,shortcut,S,1567714506126,1567714508059,1567714508059,1965,137,2102,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8308,participant_43,2,5,14,388,word,grate,1567714508126,1567714509924,1567714508196,137,3165,3302,0,0,False,NA,NA,NA,NA,NA
8309,participant_43,2,5,14,389,shortcut,O,1567714509960,1567714511361,1567714511361,3165,1333,4498,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8310,participant_43,2,5,15,390,click,click me,1567714511422,1567714512694,1567714512694,1333,1266,2599,0,0,False,NA,NA,NA,NA,NA
8311,participant_43,2,5,15,391,shortcut,up,1567714512725,1567714513960,1567714513960,1266,101,1367,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8312,participant_43,2,5,16,392,word,vital,1567714514025,1567714515893,1567714514061,101,4266,4367,0,0,False,NA,NA,NA,NA,NA
8313,participant_43,2,5,16,393,shortcut,D,1567714515926,1567714518327,1567714518327,4266,133,4399,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8314,participant_43,2,5,17,394,word,Harry,1567714518392,1567714520327,1567714518460,133,3701,3834,0,0,False,NA,NA,NA,NA,NA
8315,participant_43,2,5,17,395,shortcut,L,1567714520358,1567714522161,1567714522161,3701,1429,5130,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8316,participant_43,2,5,18,396,click,click me,1567714522223,1567714523590,1567714523590,1429,1335,2764,0,0,False,NA,NA,NA,NA,NA
8317,participant_43,2,5,18,397,shortcut,Z,1567714523626,1567714524925,1567714524925,1335,1499,2834,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8318,participant_43,2,5,19,398,click,click me,1567714524993,1567714526424,1567714526424,1499,1901,3400,0,0,False,NA,NA,NA,NA,NA
8319,participant_43,2,5,19,399,shortcut,X,1567714526460,1567714528325,1567714528325,1901,132,2033,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8320,participant_43,2,5,20,400,word,crime,1567714528394,1567714529895,1567714528457,132,3801,3933,0,0,False,NA,NA,NA,NA,NA
8321,participant_43,2,5,20,401,shortcut,G,1567714529927,1567714532258,1567714532258,3801,1336,5137,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8322,participant_43,2,5,21,402,click,click me,1567714532323,1567714533594,1567714533594,1336,1632,2968,0,0,False,NA,NA,NA,NA,NA
8323,participant_43,2,5,21,403,shortcut,T,1567714533625,1567714535226,1567714535226,1632,103,1735,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8324,participant_43,2,5,22,404,word,doing,1567714535293,1567714537123,1567714535329,103,3764,3867,0,0,False,NA,NA,NA,NA,NA
8325,participant_43,2,5,22,405,shortcut,B,1567714537159,1567714539093,1567714539093,3764,1300,5064,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8326,participant_43,2,5,23,406,click,click me,1567714539158,1567714540393,1567714540393,1300,1967,3267,0,0,False,NA,NA,NA,NA,NA
8327,participant_43,2,5,23,407,shortcut,left,1567714540427,1567714542360,1567714542360,1967,1333,3300,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8328,participant_43,2,5,24,408,click,click me,1567714542426,1567714543693,1567714543693,1333,1701,3034,0,0,False,NA,NA,NA,NA,NA
8329,participant_43,2,5,24,409,shortcut,Q,1567714543723,1567714545394,1567714545394,1701,1166,2867,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8330,participant_43,2,5,25,410,click,click me,1567714545458,1567714546560,1567714546560,1166,3833,4999,0,0,False,NA,NA,NA,NA,NA
8331,participant_43,2,5,25,411,shortcut,I,1567714546592,1567714550393,1567714550393,3833,334,4167,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8332,participant_43,2,5,26,412,word,stump,1567714550457,1567714554492,1567714550727,334,5397,5731,0,0,False,NA,NA,NA,NA,NA
8333,participant_43,2,5,26,413,shortcut,T,1567714554527,1567714556124,1567714556124,5397,934,6331,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8334,participant_43,2,5,27,414,click,click me,1567714556195,1567714557058,1567714557058,934,2070,3004,0,0,False,NA,NA,NA,NA,NA
8335,participant_43,2,5,27,415,shortcut,W,1567714557091,1567714559128,1567714559128,2070,165,2235,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8336,participant_43,2,5,28,416,word,moved,1567714559190,1567714560762,1567714559293,165,3534,3699,0,0,False,NA,NA,NA,NA,NA
8337,participant_43,2,5,28,417,shortcut,Q,1567714560792,1567714562827,1567714562827,3534,169,3703,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8338,participant_43,2,5,29,418,word,beard,1567714562895,1567714564791,1567714562996,169,3766,3935,0,0,False,NA,NA,NA,NA,NA
8339,participant_43,2,5,29,419,shortcut,W,1567714564824,1567714566762,1567714566762,3766,1631,5397,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8340,participant_43,2,5,30,420,click,click me,1567714566826,1567714568393,1567714568393,1631,2003,3634,0,0,False,NA,NA,NA,NA,NA
8341,participant_43,2,5,30,421,shortcut,R,1567714568426,1567714570396,1567714570396,2003,99,2102,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8342,participant_43,2,5,31,422,word,given,1567714570459,1567714571925,1567714570495,99,4096,4195,0,0,False,NA,NA,NA,NA,NA
8343,participant_43,2,5,31,423,shortcut,U,1567714571960,1567714574591,1567714574591,4096,272,4368,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8344,participant_43,2,5,32,424,word,harem,1567714574662,1567714578427,1567714574863,272,4897,5169,0,0,False,NA,NA,NA,NA,NA
8345,participant_43,2,5,32,425,shortcut,down,1567714578459,1567714579760,1567714579760,4897,1198,6095,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8346,participant_43,2,5,33,426,click,click me,1567714579827,1567714580958,1567714580958,1198,1367,2565,0,0,False,NA,NA,NA,NA,NA
8347,participant_43,2,5,33,427,shortcut,E,1567714580992,1567714582325,1567714582325,1367,134,1501,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8348,participant_43,2,5,34,428,word,Don't,1567714582395,1567714584196,1567714582459,134,3037,3171,0,0,False,NA,NA,NA,NA,NA
8349,participant_43,2,5,34,429,shortcut,T,1567714584228,1567714585496,1567714585496,3037,1529,4566,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8350,participant_43,2,5,35,430,click,click me,1567714585563,1567714587025,1567714587025,1529,1270,2799,0,0,False,NA,NA,NA,NA,NA
8351,participant_43,2,5,35,431,shortcut,P,1567714587063,1567714588295,1567714588295,1270,0,1270,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8352,participant_43,3,6,0,432,click,click me,1567714591961,1567714593196,1567714593196,0,1373,1373,0,0,False,NA,NA,NA,NA,NA
8353,participant_43,3,6,0,433,posture,Left_Close_0_On,1567714593229,1567714594569,1567714594569,1373,1092,2465,33,0,False,On,180,Close,Left,click
8354,participant_43,3,6,1,434,word,kinds,1567714594593,1567714596359,1567714595661,1092,1810,2902,0,0,False,NA,NA,NA,NA,NA
8355,participant_43,3,6,1,435,posture,Left_Close_0_Below,1567714596392,1567714597471,1567714597471,1810,1192,3002,24,0,False,Below,180,Close,Left,word
8356,participant_43,3,6,2,436,click,click me,1567714597495,1567714598663,1567714598663,1192,1078,2270,0,0,False,NA,NA,NA,NA,NA
8357,participant_43,3,6,2,437,posture,Left_Close_0_Beside,1567714598695,1567714599741,1567714599741,1078,1057,2135,28,0,False,Beside,180,Close,Left,click
8358,participant_43,3,6,3,438,word,began,1567714599759,1567714601393,1567714600798,1057,1774,2831,0,0,False,NA,NA,NA,NA,NA
8359,participant_43,3,6,3,439,posture,Left_Close_90_On,1567714601427,1567714602572,1567714602572,1774,924,2698,16,0,False,On,90,Close,Left,word
8360,participant_43,3,6,4,440,word,shame,1567714602592,1567714604030,1567714603496,924,1415,2339,0,0,False,NA,NA,NA,NA,NA
8361,participant_43,3,6,4,441,posture,Left_Close_90_Below,1567714604062,1567714604911,1567714604911,1415,1148,2563,23,1,False,Below,90,Close,Left,word
8362,participant_43,3,6,5,442,click,click me,1567714604926,1567714606059,1567714606059,1148,981,2129,0,0,False,NA,NA,NA,NA,NA
8363,participant_43,3,6,5,443,posture,Left_Close_90_Beside,1567714606095,1567714607040,1567714607040,981,886,1867,8,0,False,Beside,90,Close,Left,click
8364,participant_43,3,6,6,444,word,mercy,1567714607058,1567714608630,1567714607926,886,2077,2963,0,0,False,NA,NA,NA,NA,NA
8365,participant_43,3,6,6,445,posture,Left_Close_180_On,1567714608662,1567714610003,1567714610003,2077,1160,3237,22,12,False,On,0,Close,Left,word
8366,participant_43,3,6,7,446,click,click me,1567714610029,1567714611163,1567714611163,1160,976,2136,0,0,False,NA,NA,NA,NA,NA
8367,participant_43,3,6,7,447,posture,Left_Close_180_Below,1567714611197,1567714612139,1567714612139,976,1589,2565,16,14,False,Below,0,Close,Left,click
8368,participant_43,3,6,8,448,click,click me,1567714612159,1567714613728,1567714613728,1589,2013,3602,0,0,False,NA,NA,NA,NA,NA
8369,participant_43,3,6,8,449,posture,Left_Close_180_Beside,1567714613762,1567714615741,1567714615741,2013,1056,3069,25,4,False,Beside,0,Close,Left,click
8370,participant_43,3,6,9,450,word,Harry,1567714615762,1567714617463,1567714616797,1056,1809,2865,0,0,False,NA,NA,NA,NA,NA
8371,participant_43,3,6,9,451,posture,Left_Open_0_On,1567714617497,1567714618606,1567714618606,1809,825,2634,29,0,False,On,180,Open,Left,word
8372,participant_43,3,6,10,452,word,cloud,1567714618629,1567714620128,1567714619431,825,1973,2798,0,0,False,NA,NA,NA,NA,NA
8373,participant_43,3,6,10,453,posture,Left_Open_0_Below,1567714620160,1567714621404,1567714621404,1973,1394,3367,28,3,False,Below,180,Open,Left,word
8374,participant_43,3,6,11,454,click,click me,1567714621428,1567714622798,1567714622798,1394,1145,2539,0,0,False,NA,NA,NA,NA,NA
8375,participant_43,3,6,11,455,posture,Left_Open_0_Beside,1567714622829,1567714623943,1567714623943,1145,887,2032,23,4,False,Beside,180,Open,Left,click
8376,participant_43,3,6,12,456,word,pages,1567714623962,1567714626330,1567714624830,887,2911,3798,0,0,False,NA,NA,NA,NA,NA
8377,participant_43,3,6,12,457,posture,Left_Open_90_On,1567714626362,1567714627741,1567714627741,2911,855,3766,21,2,False,On,90,Open,Left,word
8378,participant_43,3,6,13,458,click,click me,1567714627762,1567714628596,1567714628596,855,744,1599,0,0,False,NA,NA,NA,NA,NA
8379,participant_43,3,6,13,459,posture,Left_Open_90_Below,1567714628629,1567714629340,1567714629340,744,990,1734,23,0,False,Below,90,Open,Left,click
8380,participant_43,3,6,14,460,word,album,1567714629360,1567714631030,1567714630330,990,1809,2799,0,0,False,NA,NA,NA,NA,NA
8381,participant_43,3,6,14,461,posture,Left_Open_90_Beside,1567714631061,1567714632139,1567714632139,1809,1058,2867,23,4,False,Beside,90,Open,Left,word
8382,participant_43,3,6,15,462,click,click me,1567714632164,1567714633197,1567714633197,1058,1144,2202,0,0,False,NA,NA,NA,NA,NA
8383,participant_43,3,6,15,463,posture,Left_Open_180_On,1567714633229,1567714634341,1567714634341,1144,923,2067,24,0,False,On,0,Open,Left,click
8384,participant_43,3,6,16,464,word,stood,1567714634360,1567714636598,1567714635264,923,2577,3500,0,0,False,NA,NA,NA,NA,NA
8385,participant_43,3,6,16,465,posture,Left_Open_180_Below,1567714636629,1567714637841,1567714637841,2577,1022,3599,23,5,False,Below,0,Open,Left,word
8386,participant_43,3,6,17,466,word,sofas,1567714637862,1567714640395,1567714638863,1022,2875,3897,0,0,False,NA,NA,NA,NA,NA
8387,participant_43,3,6,17,467,posture,Left_Open_180_Beside,1567714640431,1567714641738,1567714641738,2875,925,3800,14,18,False,Beside,0,Open,Left,word
8388,participant_43,3,6,18,468,click,click me,1567714641762,1567714642663,1567714642663,925,1877,2802,0,0,False,NA,NA,NA,NA,NA
8389,participant_43,3,6,18,469,posture,Right_Close_0_On,1567714642698,1567714644540,1567714644540,1877,1290,3167,20,11,False,On,180,Close,Right,click
8390,participant_43,3,6,19,470,click,click me,1567714644563,1567714645830,1567714645830,1290,1112,2402,0,0,False,NA,NA,NA,NA,NA
8391,participant_43,3,6,19,471,posture,Right_Close_0_Below,1567714645863,1567714646942,1567714646942,1112,887,1999,23,0,False,Below,180,Close,Right,click
8392,participant_43,3,6,20,472,word,songs,1567714646960,1567714648865,1567714647829,887,2477,3364,0,0,False,NA,NA,NA,NA,NA
8393,participant_43,3,6,20,473,posture,Right_Close_0_Beside,1567714648898,1567714650306,1567714650306,2477,1390,3867,20,8,False,Beside,180,Close,Right,word
8394,participant_43,3,6,21,474,click,click me,1567714650328,1567714651696,1567714651696,1390,1278,2668,0,0,False,NA,NA,NA,NA,NA
8395,participant_43,3,6,21,475,posture,Right_Close_90_On,1567714651728,1567714652974,1567714652974,1278,888,2166,28,0,False,On,90,Close,Right,click
8396,participant_43,3,6,22,476,word,isn't,1567714652994,1567714655561,1567714653862,888,3014,3902,0,0,False,NA,NA,NA,NA,NA
8397,participant_43,3,6,22,477,posture,Right_Close_90_Below,1567714655598,1567714656876,1567714656876,3014,1419,4433,17,11,False,Below,90,Close,Right,word
8398,participant_43,3,6,23,478,click,click me,1567714656894,1567714658295,1567714658295,1419,1144,2563,0,0,False,NA,NA,NA,NA,NA
8399,participant_43,3,6,23,479,posture,Right_Close_90_Beside,1567714658326,1567714659439,1567714659439,1144,1491,2635,23,4,False,Beside,90,Close,Right,click
8400,participant_43,3,6,24,480,click,click me,1567714659460,1567714660930,1567714660930,1491,1043,2534,0,0,False,NA,NA,NA,NA,NA
8401,participant_43,3,6,24,481,posture,Right_Close_180_On,1567714660965,1567714661973,1567714661973,1043,1093,2136,24,2,False,On,0,Close,Right,click
8402,participant_43,3,6,25,482,click,click me,1567714661994,1567714663066,1567714663066,1093,1175,2268,0,0,False,NA,NA,NA,NA,NA
8403,participant_43,3,6,25,483,posture,Right_Close_180_Below,1567714663095,1567714664241,1567714664241,1175,1020,2195,15,16,False,Below,0,Close,Right,click
8404,participant_43,3,6,26,484,word,jaded,1567714664261,1567714666230,1567714665261,1020,2280,3300,0,0,False,NA,NA,NA,NA,NA
8405,participant_43,3,6,26,485,posture,Right_Close_180_Beside,1567714666265,1567714667541,1567714667541,2280,1325,3605,15,14,False,Beside,0,Close,Right,word
8406,participant_43,3,6,27,486,click,click me,1567714667563,1567714668866,1567714668866,1325,1308,2633,0,0,False,NA,NA,NA,NA,NA
8407,participant_43,3,6,27,487,posture,Right_Open_0_On,1567714668899,1567714670174,1567714670174,1308,992,2300,16,0,False,On,180,Open,Right,click
8408,participant_43,3,6,28,488,word,movie,1567714670194,1567714671967,1567714671166,992,2144,3136,0,0,False,NA,NA,NA,NA,NA
8409,participant_43,3,6,28,489,posture,Right_Open_0_Below,1567714671997,1567714673310,1567714673310,2144,1021,3165,25,8,False,Below,180,Open,Right,word
8410,participant_43,3,6,29,490,word,index,1567714673330,1567714674899,1567714674331,1021,1845,2866,0,0,False,NA,NA,NA,NA,NA
8411,participant_43,3,6,29,491,posture,Right_Open_0_Beside,1567714674928,1567714676176,1567714676176,1845,1087,2932,27,4,False,Beside,180,Open,Right,word
8412,participant_43,3,6,30,492,click,click me,1567714676196,1567714677263,1567714677263,1087,1212,2299,0,0,False,NA,NA,NA,NA,NA
8413,participant_43,3,6,30,493,posture,Right_Open_90_On,1567714677296,1567714678475,1567714678475,1212,888,2100,24,4,False,On,90,Open,Right,click
8414,participant_43,3,6,31,494,word,squad,1567714678495,1567714680000,1567714679363,888,1778,2666,0,0,False,NA,NA,NA,NA,NA
8415,participant_43,3,6,31,495,posture,Right_Open_90_Below,1567714680028,1567714681141,1567714681141,1778,1056,2834,19,8,False,Below,90,Open,Right,word
8416,participant_43,3,6,32,496,word,Byron,1567714681164,1567714683496,1567714682197,1056,2548,3604,0,0,False,NA,NA,NA,NA,NA
8417,participant_43,3,6,32,497,posture,Right_Open_90_Beside,1567714683529,1567714684745,1567714684745,2548,1355,3903,24,4,False,Beside,90,Open,Right,word
8418,participant_43,3,6,33,498,click,click me,1567714684763,1567714686100,1567714686100,1355,1344,2699,0,0,False,NA,NA,NA,NA,NA
8419,participant_43,3,6,33,499,posture,Right_Open_180_On,1567714686132,1567714687444,1567714687444,1344,954,2298,15,16,False,On,0,Open,Right,click
8420,participant_43,3,6,34,500,word,tells,1567714687465,1567714689366,1567714688398,954,2244,3198,0,0,False,NA,NA,NA,NA,NA
8421,participant_43,3,6,34,501,posture,Right_Open_180_Below,1567714689396,1567714690642,1567714690642,2244,1290,3534,16,14,False,Below,0,Open,Right,word
8422,participant_43,3,6,35,502,click,click me,1567714690666,1567714691932,1567714691932,1290,1377,2667,0,0,False,NA,NA,NA,NA,NA
8423,participant_43,3,6,35,503,posture,Right_Open_180_Beside,1567714691965,1567714693309,1567714693309,1377,0,1377,27,4,False,Beside,0,Open,Right,click
8424,participant_43,3,7,0,504,click,click me,1567714696564,1567714697865,1567714697865,0,1501,1501,0,0,False,NA,NA,NA,NA,NA
8425,participant_43,3,7,0,505,shortcut,M,1567714697899,1567714699366,1567714699366,1501,67,1568,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8426,participant_43,3,7,1,506,word,nails,1567714699432,1567714700798,1567714699433,67,2465,2532,0,0,False,NA,NA,NA,NA,NA
8427,participant_43,3,7,1,507,shortcut,I,1567714700833,1567714701898,1567714701898,2465,1301,3766,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8428,participant_43,3,7,2,508,click,click me,1567714701966,1567714703199,1567714703199,1301,2468,3769,0,0,False,NA,NA,NA,NA,NA
8429,participant_43,3,7,2,509,shortcut,C,1567714703231,1567714705667,1567714705667,2468,133,2601,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8430,participant_43,3,7,3,510,word,human,1567714705734,1567714707533,1567714705800,133,3065,3198,0,0,False,NA,NA,NA,NA,NA
8431,participant_43,3,7,3,511,shortcut,Y,1567714707563,1567714708865,1567714708865,3065,102,3167,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8432,participant_43,3,7,4,512,word,Scout,1567714708932,1567714710797,1567714708967,102,3865,3967,0,0,False,NA,NA,NA,NA,NA
8433,participant_43,3,7,4,513,shortcut,Q,1567714710829,1567714712832,1567714712832,3865,1334,5199,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8434,participant_43,3,7,5,514,click,click me,1567714712899,1567714714166,1567714714166,1334,1234,2568,0,0,False,NA,NA,NA,NA,NA
8435,participant_43,3,7,5,515,shortcut,J,1567714714199,1567714715400,1567714715400,1234,66,1300,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8436,participant_43,3,7,6,516,word,aloud,1567714715466,1567714717232,1567714715466,66,3199,3265,0,0,False,NA,NA,NA,NA,NA
8437,participant_43,3,7,6,517,shortcut,U,1567714717266,1567714718665,1567714718665,3199,1665,4864,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8438,participant_43,3,7,7,518,click,click me,1567714718732,1567714720330,1567714720330,1665,2501,4166,0,0,False,NA,NA,NA,NA,NA
8439,participant_43,3,7,7,519,shortcut,N,1567714720363,1567714722831,1567714722831,2501,1334,3835,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8440,participant_43,3,7,8,520,click,click me,1567714722899,1567714724165,1567714724165,1334,1500,2834,0,0,False,NA,NA,NA,NA,NA
8441,participant_43,3,7,8,521,shortcut,C,1567714724200,1567714725665,1567714725665,1500,102,1602,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8442,participant_43,3,7,9,522,word,weary,1567714725731,1567714727633,1567714725767,102,3231,3333,0,0,False,NA,NA,NA,NA,NA
8443,participant_43,3,7,9,523,shortcut,X,1567714727667,1567714728998,1567714728998,3231,137,3368,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8444,participant_43,3,7,10,524,word,Rumor,1567714729064,1567714730865,1567714729135,137,2764,2901,0,0,False,NA,NA,NA,NA,NA
8445,participant_43,3,7,10,525,shortcut,B,1567714730897,1567714731899,1567714731899,2764,1399,4163,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8446,participant_43,3,7,11,526,click,click me,1567714731968,1567714733298,1567714733298,1399,1201,2600,0,0,False,NA,NA,NA,NA,NA
8447,participant_43,3,7,11,527,shortcut,H,1567714733332,1567714734499,1567714734499,1201,99,1300,0,0,False,shortcut,shortcut,shortcut,shortcut,click
8448,participant_43,3,7,12,528,word,wires,1567714734564,1567714735998,1567714734598,99,3635,3734,0,0,False,NA,NA,NA,NA,NA
8449,participant_43,3,7,12,529,shortcut,C,1567714736032,1567714738233,1567714738233,3635,1300,4935,0,0,False,shortcut,shortcut,shortcut,shortcut,word
8450,participant_43,3,7,13,530,click,click me,1567714738297,1567714739533,1567714739533,1300,1264,2564,0,0,False,NA,NA,NA,NA,NA
8451,participant_43,3,7,13,531,shortcut,M,1567714739564,1567714740797,1567714740797,1264,66,1330,0,0,False,shortcut,shortcut,shortcut,shortcut,click
