,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Completion_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Previous_Reference_Task,Next_Reference_Task
3597,participant_48,4,9,34,717,shortcut,V,1567811694825,1567811695959,1567811695959,3066,1436,4502,1134,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3599,participant_48,4,9,35,719,shortcut,Y,1567811697427,1567811698592,1567811698592,1197,0,1197,1165,0,0,False,shortcut,shortcut,shortcut,shortcut,click,NA
3745,participant_43,1,2,0,145,posture,Left_Close_0_On,1567714090274,1567714091389,1567714091389,1148,985,2133,1115,26,4,False,On,0,Close,Non Dominant,click,word
3747,participant_43,1,2,1,147,posture,Left_Close_0_Below,1567714093307,1567714094424,1567714094424,2050,1618,3668,1117,31,0,False,Below,0,Close,Non Dominant,word,click
3749,participant_43,1,2,2,149,posture,Left_Close_0_Beside,1567714096074,1567714097222,1567714097222,1180,1119,2299,1148,28,0,False,Beside,0,Close,Non Dominant,click,word
3751,participant_43,1,2,3,151,posture,Left_Close_90_On,1567714098974,1567714100054,1567714100054,1713,1021,2734,1080,29,0,False,On,90,Close,Non Dominant,word,word
3753,participant_43,1,2,4,153,posture,Left_Close_90_Below,1567714101974,1567714102725,1567714102725,1650,1349,2999,751,22,0,False,Below,90,Close,Non Dominant,word,click
3755,participant_43,1,2,5,155,posture,Left_Close_90_Beside,1567714104110,1567714105289,1567714105289,1215,990,2205,1179,15,0,False,Beside,90,Close,Non Dominant,click,word
3757,participant_43,1,2,6,157,posture,Left_Close_180_On,1567714106941,1567714108121,1567714108121,1842,1624,3466,1180,28,2,False,On,180,Close,Non Dominant,word,click
3759,participant_43,1,2,7,159,posture,Left_Close_180_Below,1567714109775,1567714110788,1567714110788,1043,1421,2464,1013,16,14,False,Below,180,Close,Non Dominant,click,click
3763,participant_43,1,2,9,163,posture,Left_Open_0_On,1567714118408,1567714119921,1567714119921,2742,992,3734,1513,20,7,False,On,0,Open,Non Dominant,word,word
3765,participant_43,1,2,10,165,posture,Left_Open_0_Below,1567714121846,1567714123653,1567714123653,2740,1656,4396,1807,27,8,False,Below,0,Open,Non Dominant,word,click
3767,participant_43,1,2,11,167,posture,Left_Open_0_Beside,1567714125342,1567714126624,1567714126624,1315,987,2302,1282,23,4,False,Beside,0,Open,Non Dominant,click,word
3769,participant_43,1,2,12,169,posture,Left_Open_90_On,1567714128346,1567714129654,1567714129654,2043,1390,3433,1308,18,4,False,On,90,Open,Non Dominant,word,click
3771,participant_43,1,2,13,171,posture,Left_Open_90_Below,1567714131075,1567714132358,1567714132358,1314,1051,2365,1283,23,0,False,Below,90,Open,Non Dominant,click,word
3773,participant_43,1,2,14,173,posture,Left_Open_90_Beside,1567714134214,1567714135421,1567714135421,2012,1358,3370,1207,23,4,False,Beside,90,Open,Non Dominant,word,click
3775,participant_43,1,2,15,175,posture,Left_Open_180_On,1567714136813,1567714138091,1567714138091,1312,1053,2365,1278,27,0,False,On,180,Open,Non Dominant,click,word
3777,participant_43,1,2,16,177,posture,Left_Open_180_Below,1567714140045,1567714141426,1567714141426,2282,987,3269,1381,23,9,False,Below,180,Open,Non Dominant,word,word
3779,participant_43,1,2,17,179,posture,Left_Open_180_Beside,1567714143409,1567714144890,1567714144890,2477,1491,3968,1481,20,12,False,Beside,180,Open,Non Dominant,word,click
3781,participant_43,1,2,18,181,posture,Right_Close_0_On,1567714146411,1567714147856,1567714147856,1475,824,2299,1445,31,0,False,On,0,Close,Dominant,click,click
3783,participant_43,1,2,19,183,posture,Right_Close_0_Below,1567714148710,1567714149987,1567714149987,1307,1026,2333,1277,28,0,False,Below,0,Close,Dominant,click,word
3785,participant_43,1,2,20,185,posture,Right_Close_0_Beside,1567714152611,1567714154254,1567714154254,3241,1461,4702,1643,30,0,False,Beside,0,Close,Dominant,word,click
3787,participant_43,1,2,21,187,posture,Right_Close_90_On,1567714155747,1567714156792,1567714156792,1077,986,2063,1045,26,4,False,On,90,Close,Dominant,click,word
3789,participant_43,1,2,22,189,posture,Right_Close_90_Below,1567714158777,1567714160692,1567714160692,2914,1220,4134,1915,24,7,False,Below,90,Close,Dominant,word,click
3791,participant_43,1,2,23,191,posture,Right_Close_90_Beside,1567714161945,1567714162990,1567714162990,1078,1123,2201,1045,26,4,False,Beside,90,Close,Dominant,click,click
3793,participant_43,1,2,24,193,posture,Right_Close_180_On,1567714164143,1567714165390,1567714165390,1277,1724,3001,1247,25,7,False,On,180,Close,Dominant,click,click
3795,participant_43,1,2,25,195,posture,Right_Close_180_Below,1567714167144,1567714168324,1567714168324,1210,986,2196,1180,31,0,False,Below,180,Close,Dominant,click,word
3799,participant_43,1,2,27,199,posture,Right_Open_0_On,1567714173110,1567714174391,1567714174391,1313,1125,2438,1281,28,0,False,On,0,Open,Dominant,click,word
3801,participant_43,1,2,28,201,posture,Right_Open_0_Below,1567714176411,1567714177959,1567714177959,2443,953,3396,1548,25,8,False,Below,0,Open,Dominant,word,word
3803,participant_43,1,2,29,203,posture,Right_Open_0_Beside,1567714179714,1567714180891,1567714180891,1979,1286,3265,1177,20,4,False,Beside,0,Open,Dominant,word,click
3805,participant_43,1,2,30,205,posture,Right_Open_90_On,1567714182214,1567714183326,1567714183326,1149,923,2072,1112,24,4,False,On,90,Open,Dominant,click,word
3807,participant_43,1,2,31,207,posture,Right_Open_90_Below,1567714185344,1567714186659,1567714186659,2410,989,3399,1315,19,8,False,Below,90,Open,Dominant,word,word
3809,participant_43,1,2,32,209,posture,Right_Open_90_Beside,1567714188247,1567714189558,1567714189558,1910,1487,3397,1311,24,4,False,Beside,90,Open,Dominant,word,click
3811,participant_43,1,2,33,211,posture,Right_Open_180_On,1567714191081,1567714192323,1567714192323,1278,989,2267,1242,24,8,False,On,180,Open,Dominant,click,word
3813,participant_43,1,2,34,213,posture,Right_Open_180_Below,1567714194179,1567714195422,1567714195422,2110,1393,3503,1243,27,5,False,Below,180,Open,Dominant,word,click
3815,participant_43,1,2,35,215,posture,Right_Open_180_Beside,1567714196849,1567714198194,1567714198194,1379,0,1379,1345,17,16,False,Beside,180,Open,Dominant,click,click
3817,participant_43,1,3,0,217,shortcut,Z,1567714209548,1567714211415,1567714211415,1899,200,2099,1867,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3819,participant_43,1,3,1,219,shortcut,R,1567714213148,1567714214516,1567714214516,2901,1733,4634,1368,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3821,participant_43,1,3,2,221,shortcut,B,1567714216278,1567714218380,1567714218380,2131,102,2233,2102,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3825,participant_43,1,3,4,225,shortcut,K,1567714227213,1567714228917,1567714228917,5070,1465,6535,1704,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3827,participant_43,1,3,5,227,shortcut,W,1567714230414,1567714232547,1567714232547,2165,335,2500,2133,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3829,participant_43,1,3,6,229,shortcut,Y,1567714234416,1567714236280,1567714236280,3398,1503,4901,1864,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3831,participant_43,1,3,7,231,shortcut,K,1567714237817,1567714239448,1567714239448,1665,2035,3700,1631,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
3833,participant_43,1,3,8,233,shortcut,L,1567714241515,1567714243281,1567714243281,1798,137,1935,1766,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3837,participant_43,1,3,10,237,shortcut,F,1567714250179,1567714251984,1567714251984,3766,1766,5532,1805,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3839,participant_43,1,3,11,239,shortcut,D,1567714253781,1567714255784,1567714255784,2034,131,2165,2003,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3841,participant_43,1,3,12,241,shortcut,G,1567714258382,1567714260382,1567714260382,4467,1302,5769,2000,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3843,participant_43,1,3,13,243,shortcut,L,1567714261714,1567714262882,1567714262882,1198,99,1297,1168,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3849,participant_43,1,3,16,249,shortcut,Q,1567714272247,1567714273783,1567714273783,3032,131,3163,1536,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
3851,participant_43,1,3,17,251,shortcut,down,1567714275584,1567714277048,1567714277048,3134,1371,4505,1464,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3853,participant_43,1,3,18,253,shortcut,up,1567714278447,1567714279783,1567714279783,1364,1366,2730,1336,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
3859,participant_43,1,3,21,259,shortcut,E,1567714290317,1567714292484,1567714292484,2201,133,2334,2167,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3861,participant_43,1,3,22,261,shortcut,A,1567714295017,1567714297149,1567714297149,4532,1600,6132,2132,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3863,participant_43,1,3,23,263,shortcut,F,1567714298782,1567714300585,1567714300585,1836,899,2735,1803,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
3865,participant_43,1,3,24,265,shortcut,O,1567714301518,1567714303415,1567714303415,1931,1370,3301,1897,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
3867,participant_43,1,3,25,267,shortcut,down,1567714304819,1567714306286,1567714306286,1501,97,1598,1467,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3869,participant_43,1,3,26,269,shortcut,down,1567714308051,1567714309452,1567714309452,3069,898,3967,1401,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3871,participant_43,1,3,27,271,shortcut,F,1567714310387,1567714312350,1567714312350,2000,133,2133,1963,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3875,participant_43,1,3,29,275,shortcut,E,1567714318585,1567714319820,1567714319820,3037,1366,4403,1235,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3877,participant_43,1,3,30,277,shortcut,J,1567714321215,1567714322487,1567714322487,1301,63,1364,1272,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3881,participant_43,1,3,32,281,shortcut,down,1567714328415,1567714330118,1567714330118,3163,1434,4597,1703,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3883,participant_43,1,3,33,283,shortcut,T,1567714331584,1567714333487,1567714333487,1935,134,2069,1903,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3887,participant_43,1,3,35,287,shortcut,B,1567714339354,1567714341255,1567714341255,1934,0,1934,1901,0,0,False,shortcut,shortcut,shortcut,shortcut,click,click
3889,participant_43,2,4,0,289,posture,Left_Close_0_On,1567714349451,1567714350563,1567714350563,1142,992,2134,1112,26,4,False,On,0,Close,Non Dominant,click,word
3891,participant_43,2,4,1,291,posture,Left_Close_0_Below,1567714353050,1567714354296,1567714354296,2741,1491,4232,1246,24,0,False,Below,0,Close,Non Dominant,word,click
3893,participant_43,2,4,2,293,posture,Left_Close_0_Beside,1567714355820,1567714357098,1567714357098,1311,1024,2335,1278,28,0,False,Beside,0,Close,Non Dominant,click,word
3895,participant_43,2,4,3,295,posture,Left_Close_90_On,1567714358754,1567714359866,1567714359866,1744,890,2634,1112,15,0,False,On,90,Close,Non Dominant,word,word
3897,participant_43,2,4,4,297,posture,Left_Close_90_Below,1567714362054,1567714362631,1567714362631,1875,1623,3498,577,9,0,False,Below,90,Close,Non Dominant,word,click
3899,participant_43,2,4,5,299,posture,Left_Close_90_Beside,1567714364287,1567714365996,1567714365996,1742,922,2664,1709,34,0,False,Beside,90,Close,Non Dominant,click,word
3901,participant_43,2,4,6,301,posture,Left_Close_180_On,1567714367684,1567714368768,1567714368768,1850,1419,3269,1084,19,6,False,On,180,Close,Non Dominant,word,click
3903,participant_43,2,4,7,303,posture,Left_Close_180_Below,1567714370222,1567714371298,1567714371298,1111,1587,2698,1076,25,5,False,Below,180,Close,Non Dominant,click,click
3905,participant_43,2,4,8,305,posture,Left_Close_180_Beside,1567714372920,1567714374797,1567714374797,1912,1021,2933,1877,34,0,False,Beside,180,Close,Non Dominant,click,word
3907,participant_43,2,4,9,307,posture,Left_Open_0_On,1567714376921,1567714378129,1567714378129,2311,1092,3403,1208,29,0,False,On,0,Open,Non Dominant,word,word
3909,participant_43,2,4,10,309,posture,Left_Open_0_Below,1567714380186,1567714380265,1567714380265,1044,2353,3397,79,2,0,False,Below,0,Open,Non Dominant,word,click
3911,participant_43,2,4,11,311,posture,Left_Open_0_Beside,1567714382655,1567714383802,1567714383802,1184,917,2101,1147,25,0,False,Beside,0,Open,Non Dominant,click,word
3913,participant_43,2,4,12,313,posture,Left_Open_90_On,1567714385651,1567714386766,1567714386766,2047,1419,3466,1115,21,2,False,On,90,Open,Non Dominant,word,click
3915,participant_43,2,4,13,315,posture,Left_Open_90_Below,1567714388218,1567714389296,1567714389296,1111,959,2070,1078,23,0,False,Below,90,Open,Non Dominant,click,word
3917,participant_43,2,4,14,317,posture,Left_Open_90_Beside,1567714390955,1567714392067,1567714392067,1812,1454,3266,1112,23,4,False,Beside,90,Open,Non Dominant,word,click
3919,participant_43,2,4,15,319,posture,Left_Open_180_On,1567714393555,1567714394764,1567714394764,1243,1121,2364,1209,2,0,False,On,180,Open,Non Dominant,click,word
3921,participant_43,2,4,16,321,posture,Left_Open_180_Below,1567714397021,1567714398133,1567714398133,2248,890,3138,1112,19,10,False,Below,180,Open,Non Dominant,word,word
3923,participant_43,2,4,17,323,posture,Left_Open_180_Beside,1567714399820,1567714401164,1567714401164,2141,1355,3496,1344,18,4,False,Beside,180,Open,Non Dominant,word,click
3925,participant_43,2,4,18,325,posture,Right_Close_0_On,1567714402555,1567714403901,1567714403901,1382,1185,2567,1346,31,0,False,On,0,Close,Dominant,click,click
3927,participant_43,2,4,19,327,posture,Right_Close_0_Below,1567714405121,1567714406297,1567714406297,1211,990,2201,1176,23,0,False,Below,0,Close,Dominant,click,word
3929,participant_43,2,4,20,329,posture,Right_Close_0_Beside,1567714408022,1567714409865,1567714409865,2578,1188,3766,1843,30,0,False,Beside,0,Close,Dominant,word,click
3931,participant_43,2,4,21,331,posture,Right_Close_90_On,1567714411088,1567714411999,1567714411999,946,954,1900,911,22,7,False,On,90,Close,Dominant,click,word
3933,participant_43,2,4,22,333,posture,Right_Close_90_Below,1567714413685,1567714415436,1567714415436,2483,1420,3903,1751,24,0,False,Below,90,Close,Dominant,word,click
3935,participant_43,2,4,23,335,posture,Right_Close_90_Beside,1567714416885,1567714417898,1567714417898,1042,988,2030,1013,23,4,False,Beside,90,Close,Dominant,click,click
3937,participant_43,2,4,24,337,posture,Right_Close_180_On,1567714418923,1567714420167,1567714420167,1281,1290,2571,1244,24,4,False,On,180,Close,Dominant,click,click
3939,participant_43,2,4,25,339,posture,Right_Close_180_Below,1567714421486,1567714422730,1567714422730,1273,1056,2329,1244,13,0,False,Below,180,Close,Dominant,click,word
3941,participant_43,2,4,26,341,posture,Right_Close_180_Beside,1567714424523,1567714425835,1567714425835,2049,1087,3136,1312,22,8,False,Beside,180,Close,Dominant,word,click
3943,participant_43,2,4,27,343,posture,Right_Open_0_On,1567714426956,1567714428100,1567714428100,1178,923,2101,1144,15,0,False,On,0,Open,Dominant,click,word
3945,participant_43,2,4,28,345,posture,Right_Open_0_Below,1567714431089,1567714432668,1567714432668,3645,987,4632,1579,26,4,False,Below,0,Open,Dominant,word,word
3947,participant_43,2,4,29,347,posture,Right_Open_0_Beside,1567714434287,1567714435598,1567714435598,1943,1657,3600,1311,14,12,False,Beside,0,Open,Dominant,word,click
3949,participant_43,2,4,30,349,posture,Right_Open_90_On,1567714437286,1567714438398,1567714438398,1143,1022,2165,1112,25,3,False,On,90,Open,Dominant,click,word
3951,participant_43,2,4,31,351,posture,Right_Open_90_Below,1567714440191,1567714441469,1567714441469,2049,956,3005,1278,17,6,False,Below,90,Open,Dominant,word,word
3953,participant_43,2,4,32,353,posture,Right_Open_90_Beside,1567714443621,1567714444900,1567714444900,2475,1623,4098,1279,27,4,False,Beside,90,Open,Dominant,word,click
3955,participant_43,2,4,33,355,posture,Right_Open_180_On,1567714446557,1567714447999,1567714447999,1476,1191,2667,1442,25,8,False,On,180,Open,Dominant,click,word
3957,participant_43,2,4,34,357,posture,Right_Open_180_Below,1567714450158,1567714451868,1567714451868,2678,1420,4098,1710,26,6,False,Below,180,Open,Dominant,word,click
3959,participant_43,2,4,35,359,posture,Right_Open_180_Beside,1567714453321,1567714454936,1567714454936,1648,0,1648,1615,23,8,False,Beside,180,Open,Dominant,click,click
3965,participant_43,2,5,2,365,shortcut,C,1567714468056,1567714469489,1567714469489,1464,133,1597,1433,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3969,participant_43,2,5,4,369,shortcut,H,1567714476291,1567714477755,1567714477755,3299,1569,4868,1464,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3973,participant_43,2,5,6,373,shortcut,Y,1567714483725,1567714485126,1567714485126,2970,1533,4503,1401,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3979,participant_43,2,5,9,379,shortcut,M,1567714494692,1567714495891,1567714495891,3065,67,3132,1199,0,0,False,shortcut,shortcut,shortcut,shortcut,word,word
3981,participant_43,2,5,10,381,shortcut,U,1567714497656,1567714498892,1567714498892,2934,1201,4135,1236,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3983,participant_43,2,5,11,383,shortcut,down,1567714500126,1567714501393,1567714501393,1300,98,1398,1267,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3985,participant_43,2,5,12,385,shortcut,O,1567714503126,1567714504457,1567714504457,2966,1637,4603,1331,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3987,participant_43,2,5,13,387,shortcut,S,1567714506126,1567714508059,1567714508059,1965,137,2102,1933,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3989,participant_43,2,5,14,389,shortcut,O,1567714509960,1567714511361,1567714511361,3165,1333,4498,1401,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
3991,participant_43,2,5,15,391,shortcut,up,1567714512725,1567714513960,1567714513960,1266,101,1367,1235,0,0,False,shortcut,shortcut,shortcut,shortcut,click,word
3995,participant_43,2,5,17,395,shortcut,L,1567714520358,1567714522161,1567714522161,3701,1429,5130,1803,0,0,False,shortcut,shortcut,shortcut,shortcut,word,click
